surface	lemma	pos	features	source
hasemi	hasemi	Unknown		base
hasha	hasha	Interjection		base
hashikamani	hashikamani	Unknown		base
hashiki	hashiki	Unknown		base
hasikilizi	hasikilizi	Unknown		base
hasira	hasira	Noun		base
hastahili	hastahili	Unknown		base
hata	hata	Adverb		base
hataki	hataki	Unknown		base
hatamani	hatamani	Unknown		base
hatamu	hatamu	Noun		base
hatari	hatari	Noun		base
hatarisha	hatarisha	Verb		base
hatendi	hatendi	Unknown		base
hati	hati	Noun		base
hatia	hatia	Noun		base
hatimaye	hatimaye	Adverb		base
hatma	hatma	Noun		base
hatoi	hatoi	Unknown		base
hatoki	hatoki	Unknown		base
hatua	hatua	Noun		base
hatuendi	hatuendi	Verb		base
hatufuati	hatufuati	Unknown		base
hatuhitaji	hatuhitaji	Verb		base
hatuishi	hatuishi	Unknown		base
hatujaribu	hatujaribu	Unknown		base
hatujawi	hatujawi	Unknown		base
hatujui	hatujui	Unknown		base
hatujulikani	hatujulikani	Unknown		base
hatukati	hatukati	Unknown		base
hatuko	hatuko	Unknown		base
hatuna	hatuna	Verb		base
hatuoni	hatuoni	Unknown		base
hatupaswi	hatupaswi	Unknown		base
hatupati	hatupati	Unknown		base
hatupigani	hatupigani	Unknown		base
hatupo	hatupo	Unknown		base
hatusemi	hatusemi	Unknown		base
hatutaki	hatutaki	Unknown		base
hatutazami	hatutazami	Unknown		base
hatutendi	hatutendi	Unknown		base
hatuweki	hatuweki	Unknown		base
hatuwezi	hatuwezi	Unknown		base
hauna	hauna	Verb		base
havai	havai	Unknown		base
hawa	hii	Adjective	Number=Plural	unimorph
hawachumi	hawachumi	Unknown		base
hawaelewi	hawaelewi	Unknown		base
hawafahamu	hawafahamu	Unknown		base
hawafanyi	hawafanyi	Unknown		base
hawafi	hawafi	Unknown		base
hawafuati	hawafuati	Unknown		base
hawafungi	hawafungi	Unknown		base
hawafurahi	hawafurahi	Unknown		base
hawahitaji	hawahitaji	Unknown		base
hawaishi	hawaishi	Unknown		base
hawajali	hawajali	Unknown		base
hawajui	hawajui	Unknown		base
hawakatai	hawakatai	Unknown		base
hawakiri	hawakiri	Unknown		base
hawakomi	hawakomi	Unknown		base
hawakusanyi	hawakusanyi	Unknown		base
hawalaumiwi	hawalaumiwi	Unknown		base
hawali	hawali	Verb		base
hawalimi	hawalimi	Unknown		base
hawana	hawana	Verb		base
hawanawi	hawanawi	Unknown		base
hawaogopi	hawaogopi	Unknown		base
hawaoi	hawaoi	Unknown		base
hawaolewi	hawaolewi	Unknown		base
hawaoni	hawaoni	Unknown		base
hawapandi	hawapandi	Unknown		base
hawapaswi	hawapaswi	Unknown		base
hawapo	hawapo	Unknown		base
hawapokei	hawapokei	Unknown		base
hawaruhusiwi	hawaruhusiwi	Unknown		base
hawasemi	hawasemi	Unknown		base
hawasikilizi	hawasikilizi	Unknown		base
hawasogezi	hawasogezi	Unknown		base
hawatafuti	hawatafuti	Unknown		base
hawauzwi	hawauzwi	Unknown		base
hawavuni	hawavuni	Unknown		base
hawawashi	hawawashi	Unknown		base
hawawezi	hawawezi	Unknown		base
hawazai	hawazai	Unknown		base
hawezi	hawezi	Unknown		base
haya	hii	Adjective	Number=Plural	unimorph
hayo	hiyo	Adjective	Number=Plural	unimorph
hayuko	hayuko	Unknown		base
hayupo	hayupo	Unknown		base
hazina	hazina	Noun		base
hebu	hebu	Interjection		base
hekalu	hekalu	Noun		base
hekima	hekima	Noun		base
hela	hela	Noun		base
hema	hema	Noun		base
heri	heri	Noun		base
herufi	herufi	Noun		base
hesabiwa	hesabiwa	Verb		base
hesabu	hesabu	Noun		base
hesabuni	hesabuni	Unknown		base
heshima	heshima	Noun		base
heshimianeni	heshimianeni	Unknown		base
heshimiwa	heshimiwa	Adjective		base
heshimu	heshimu	Verb		base
hewa	hewa	Noun		base
hewani	hewani	Noun		base
hiari	hiari	Noun		base
hicho	hiyo	Adjective	Number=Singular	unimorph
hichohicho	hichohicho	Unknown		base
hifadhi	hifadhi	Noun		base
hii	hii	Adjective		base
hiki	hii	Adjective	Number=Singular	unimorph
hila	hila	Noun		base
hili	hii	Adjective	Number=Singular	unimorph
hilo	hiyo	Adjective	Number=Singular	unimorph
hima	hima	Adverb		base
himiza	himiza	Verb		base
hisia	hisia	Noun		base
hispania	hispania	Proper noun		base
hitaji	hitaji	Verb		base
hivi	hii	Adjective	Number=Plural	unimorph
hivyo	hiyo	Adjective	Number=Plural	unimorph
hiyo	hiyo	Adjective		base
hizi	hii	Adjective	Number=Plural	unimorph
hizo	hiyo	Adjective	Number=Plural	unimorph
hodari	hodari	Adjective		base
hodi	hodi	Interjection		base
hofu	hofu	Noun		base
hoja	hoja	Noun		base
homa	homa	Noun		base
hori	hori	Noun		base
hosea	hosea	Proper noun		base
hotuba	hotuba	Noun		base
huamini	huamini	Unknown		base
huamuru	huamuru	Unknown		base
huangalii	huangalii	Unknown		base
huanguka	huanguka	Unknown		base
huanza	huanza	Unknown		base
huapa	huapa	Unknown		base
huathiri	huathiri	Unknown		base
hubadili	badili	Verb	Mood=Indicative;Number=Singular	unimorph
hubakia	hubakia	Unknown		base
hubarikiwa	hubarikiwa	Unknown		base
hubiri	hubiri	Verb		base
hubirini	hubirini	Unknown		base
huchafua	huchafua	Unknown		base
huchimba	huchimba	Unknown		base
huchoma	huchoma	Unknown		base
huchukuliwa	huchukuliwa	Unknown		base
huchunguza	huchunguza	Unknown		base
hudaiwa	hudaiwa	Unknown		base
hudanganya	hudanganya	Unknown		base
hudhani	hudhani	Unknown		base
huduma	huduma	Noun		base
hudumu	hudumu	Verb		base
huenda	enda	Verb	Mood=Indicative;Number=Singular	unimorph
hufa	fa	Verb	Mood=Indicative;Number=Singular	unimorph
hufadhili	hufadhili	Unknown		base
hufananishwa	hufananishwa	Unknown		base
hufanya	hufanya	Unknown		base
hufanywa	hufanywa	Unknown		base
hufuata	hufuata	Unknown		base
hufufua	hufufua	Unknown		base
hufundisha	hufundisha	Unknown		base
hufunga	hufunga	Unknown		base
hufungua	hufungua	Unknown		base
hufurahi	hufurahi	Unknown		base
hufurahia	hufurahia	Unknown		base
huharibika	huharibika	Unknown		base
huharibu	huharibu	Unknown		base
huhesabiwa	huhesabiwa	Unknown		base
huhukumu	huhukumu	Unknown		base
huhusiana	huhusiana	Unknown		base
huiba	huiba	Unknown		base
huingia	huingia	Unknown		base
huishi	huishi	Unknown		base
huishia	huishia	Verb		base
huitwa	huitwa	Unknown		base
huja	ja	Verb	Mood=Indicative;Number=Singular	unimorph
hujali	hujali	Unknown		base
hujaribiwa	hujaribiwa	Unknown		base
hujaribu	hujaribu	Unknown		base
hujaza	hujaza	Unknown		base
hujenga	hujenga	Unknown		base
hujengwa	hujengwa	Unknown		base
hujibu	jibu	Verb	Mood=Indicative;Number=Singular	unimorph
hujivuna	hujivuna	Unknown		base
hujua	hujua	Unknown		base
hujui	hujui	Unknown		base
hujulikana	hujulikana	Unknown		base
hukaa	hukaa	Unknown		base
hukamilisha	hukamilisha	Unknown		base
hukanyaga	hukanyaga	Unknown		base
hukataa	hukataa	Unknown		base
hukatwa	hukatwa	Unknown		base
hukimbia	hukimbia	Verb		base
hukiri	hukiri	Unknown		base
huko	hiyo	Adjective	Number=Plural	unimorph
huku	hii	Adjective	Number=Plural	unimorph
hukua	hukua	Unknown		base
hukubaliana	hukubaliana	Unknown		base
hukumu	hukumu	Noun		base
hukumuni	hukumuni	Unknown		base
hukusanya	hukusanya	Unknown		base
hukusanyika	hukusanyika	Unknown		base
hukuta	hukuta	Unknown		base
hula	hula	Unknown		base
hulala	lala	Verb	Mood=Indicative;Number=Singular	unimorph
huleta	leta	Verb	Mood=Indicative;Number=Singular	unimorph
hulewa	hulewa	Unknown		base
hulipa	lipa	Verb	Mood=Indicative;Number=Singular	unimorph
humaanisha	humaanisha	Unknown		base
humo	hiyo	Adjective	Number=Plural	unimorph
humu	hii	Adjective	Number=Plural	unimorph
huna	huna	Verb		base
hunajisi	hunajisi	Unknown		base
hunena	hunena	Unknown		base
huo	hiyo	Adjective	Number=Singular	unimorph
huoa	oa	Verb	Mood=Indicative;Number=Singular	unimorph
huohuo	huohuo	Adjective		base
huomba	huomba	Unknown		base
huona	ona	Verb	Mood=Indicative;Number=Singular	unimorph
huonekana	huonekana	Unknown		base
huonesha	huonesha	Unknown		base
huongea	ongea	Verb	Mood=Indicative;Number=Singular	unimorph
huongei	huongei	Unknown		base
huongeza	huongeza	Unknown		base
huongezeka	huongezeka	Unknown		base
huongoza	huongoza	Unknown		base
huoni	huoni	Unknown		base
huonyeshi	huonyeshi	Unknown		base
hupandwa	hupandwa	Unknown		base
hupanua	hupanua	Unknown		base
hupata	hupata	Unknown		base
hupeleka	hupeleka	Unknown		base
hupenda	penda	Verb	Mood=Indicative;Number=Singular	unimorph
hupendelea	hupendelea	Unknown		base
hupewa	hupewa	Unknown		base
hupiga	piga	Verb	Mood=Indicative;Number=Singular	unimorph
hupinga	hupinga	Unknown		base
hupita	hupita	Unknown		base
hupitia	hupitia	Unknown		base
hupokea	hupokea	Unknown		base
hupotea	hupotea	Unknown		base
huru	huru	Adjective		base
hurudi	hurudi	Verb		base
hurudisha	hurudisha	Unknown		base
huruma	huruma	Noun		base
husababisha	husababisha	Unknown		base
husafisha	husafisha	Unknown		base
husahau	husahau	Unknown		base
husambaza	husambaza	Unknown		base
husema	husema	Unknown		base
hushikamana	hushikamana	Unknown		base
hushiriki	hushiriki	Unknown		base
hushughulika	hushughulika	Unknown		base
hushuhudia	hushuhudia	Unknown		base
hushuka	hushuka	Unknown		base
husikia	husikia	Unknown		base
husimama	husimama	Unknown		base
husomwa	husomwa	Unknown		base
hustahimili	hustahimili	Unknown		base
husubiri	husubiri	Unknown		base
husuda	husuda	Noun		base
husukumwa	husukumwa	Unknown		base
hutafuta	hutafuta	Unknown		base
hutamani	hutamani	Unknown		base
hutamka	hutamka	Unknown		base
hutangazwa	hutangazwa	Unknown		base
hutawala	hutawala	Unknown		base
hutawanya	hutawanya	Unknown		base
hutazama	hutazama	Unknown		base
hutegemea	hutegemea	Unknown		base
hutekeleza	hutekeleza	Unknown		base
hutembea	hutembea	Unknown		base
hutenda	hutenda	Unknown		base
huteseka	huteseka	Unknown		base
huthamini	huthamini	Unknown		base
hutii	hutii	Unknown		base
hutoa	hutoa	Unknown		base
hutoka	hutoka	Unknown		base
hutokea	hutokea	Unknown		base
hutuma	hutuma	Unknown		base
hutumia	hutumia	Unknown		base
hutunza	hutunza	Unknown		base
hutunzwa	hutunzwa	Unknown		base
hutupwa	hutupwa	Unknown		base
huu	hii	Adjective	Number=Singular	unimorph
huua	huua	Unknown		base
huuliza	huuliza	Unknown		base
huungwa	huungwa	Unknown		base
huvuma	huvuma	Unknown		base
huvumilia	huvumilia	Unknown		base
huvunja	huvunja	Unknown		base
huwa	huwa	Verb		base
huwasha	huwasha	Unknown		base
huweka	huweka	Unknown		base
huwekwa	huwekwa	Unknown		base
huweza	huweza	Unknown		base
huwezi	huwezi	Unknown		base
huyo	hiyo	Adjective	Number=Singular	unimorph
huyu	hii	Adjective	Number=Singular	unimorph
huzaa	huzaa	Unknown		base
huzaliwa	huzaliwa	Unknown		base
huzidi	huzidi	Unknown		base
huzidisha	huzidisha	Unknown		base
huzuia	huzuia	Unknown		base
huzunguka	huzunguka	Unknown		base
huzuni	huzuni	Noun		base
huzunikeni	huzunikeni	Unknown		base
ibada	ibada	Noun		base
ibaki	baki	Verb	Mood=Indicative;Tense=Past;Person=Third;Number=Singular	unimorph
ibilisi	ibilisi	Proper noun		base
ibrahim	ibrahim	Proper noun		base
ibrahimu	ibrahimu	Proper noun		base
idadi	idadi	Noun		base
iende	enda	Verb	Mood=Indicative;Tense=Past;Person=Third;Number=Singular	unimorph
iga	iga	Verb		base
igeni	igeni	Unknown		base
ijayo	ijayo	Verb		base
ije	ja	Verb	Mood=Indicative;Tense=Past;Person=Third;Number=Singular	unimorph
ikafa	fa	Verb	Mood=Indicative;Person=Third;Number=Plural	unimorph
ikaja	ja	Verb	Mood=Indicative;Person=Third;Number=Plural	unimorph
ikajibu	jibu	Verb	Mood=Indicative;Person=Third;Number=Plural	unimorph
ikaleta	leta	Verb	Mood=Indicative;Person=Third;Number=Plural	unimorph
ikifa	fa	Verb	Tense=Past;Person=Third;Number=Plural	unimorph
ikijibu	jibu	Verb	Tense=Past;Person=Third;Number=Plural	unimorph
ikiwa	ikiwa	Verb		base
ikulu	ikulu	Noun		base
ila	ila	Coordinating connective		base
ile	le	Adjective	Number=Plural	unimorph
ileile	ileile	Adjective		base
ili	ili	Coordinating connective		base
ilibaki	baki	Verb	Mood=Indicative;Tense=Past;Person=Third;Number=Singular	unimorph
ilikuja	ja	Verb	Mood=Indicative;Tense=Past;Person=Third;Number=Singular	unimorph
ililala	lala	Verb	Mood=Indicative;Tense=Past;Person=Third;Number=Singular	unimorph
ilileta	leta	Verb	Mood=Indicative;Tense=Past;Person=Third;Number=Singular	unimorph
iliyopita	iliyopita	Verb		base
imani	imani	Noun		base
imara	imara	Adjective		base
imbeni	imbeni	Unknown		base
imebaki	baki	Verb	Mood=Indicative;Tense=Past;Person=Third;Number=Plural	unimorph
imekufa	fa	Verb	Mood=Indicative;Tense=Past;Person=Third;Number=Plural	unimorph
imekuja	ja	Verb	Mood=Indicative;Tense=Past;Person=Third;Number=Plural	unimorph
imekuwa	imekuwa	Verb		base
imelala	lala	Verb	Mood=Indicative;Tense=Past;Person=Third;Number=Plural	unimorph
ina	ina	Adverb		base
inakuja	ja	Verb	Mood=Indicative;Person=Third;Number=Singular	unimorph
inapiga	piga	Verb	Mood=Indicative;Person=Third;Number=Plural	unimorph
inaweza	inaweza	Verb		base
ingawa	ingawa	Verb		base
ingefaa	faa	Verb	Mood=Indicative;Person=Third;Number=Singular	unimorph
ingekuja	ja	Verb	Mood=Indicative;Person=Third;Number=Singular	unimorph
ingekuwa	ingekuwa	Verb		base
ingia	ingia	Verb		base
ingieni	ingieni	Unknown		base
injili	injili	Noun		base
inueni	inueni	Unknown		base
inuka	inuka	Verb		base
inukeni	inukeni	Unknown		base
ipi	ipi	Unknown		base
isafiri	safiri	Verb	Mood=Indicative;Tense=Past;Person=Third;Number=Singular	unimorph
isaya	isaya	Proper noun		base
ishara	ishara	Noun		base
ishi	ishi	Verb		base
ishirini	ishirini	Numeral		base
isipokuwa	isipokuwa	Verb		base
israeli	israeli	Proper noun		base
itabaki	baki	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Singular	unimorph
itakuja	ja	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Singular	unimorph
italala	lala	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Singular	unimorph
italeta	leta	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Singular	unimorph
iwapo	iwapo	Coordinating connective		base
iwe	iwe	Verb		base
jaa	jaa	Verb		base
jamaa	jamaa	Noun		base
jambo	jambo	Noun		base
jamii	jamii	Noun		base
jana	jana	Adjective		base
jangwa	jangwa	Noun		base
jangwani	jangwani	Noun		base
jani	jani	Noun		base
jaribu	jaribu	Verb		base
jaribuni	jaribuni	Unknown		base
jasho	jasho	Noun		base
jasiri	jasiri	Adjective		base
je	je	Particle		base
jekundu	ekundu	Adjective	Number=Singular	unimorph
jema	ema	Adjective	Number=Singular	unimorph
jemadari	jemadari	Noun		base
jembamba	embamba	Adjective	Number=Singular	unimorph
jeneza	jeneza	Noun		base
jengo	jengo	Noun		base
jepesi	epesi	Adjective	Number=Singular	unimorph
jeraha	jeraha	Noun		base
jeshi	jeshi	Noun		base
jeupe	eupe	Adjective	Number=Singular	unimorph
jeuri	jeuri	Adjective		base
jeusi	eusi	Adjective	Number=Singular	unimorph
jibu	jibu	Verb		base
jicho	jicho	Noun		base
jiji	jiji	Noun		base
jijini	jijini	Noun		base
jimbo	jimbo	Noun		base
jina	jina	Noun		base
jingine	ingine	Adjective	Number=Singular	unimorph
jino	jino	Noun		base
jinsi	jinsi	Noun		base
jioni	jioni	Noun		base
jipya	pya	Adjective	Number=Singular	unimorph
jirani	jirani	Noun		base
jitahidi	jitahidi	Verb		base
jiwe	jiwe	Noun		base
jogoo	jogoo	Noun		base
joho	joho	Noun		base
joka	joka	Noun		base
joto	joto	Noun		base
jozi	jozi	Noun		base
jua	jua	Noun		base
jueni	jueni	Unknown		base
juhudi	juhudi	Noun		base
jukumu	jukumu	Noun		base
juma	juma	Noun		base
jumla	jumla	Noun		base
jumuiya	jumuiya	Noun		base
juu	juu	Adverb		base
kaa	kaa	Noun		base
kabidhi	kabidhi	Verb		base
kabila	kabila	Noun		base
kabisa	kabisa	Adverb		base
kabla	kabla	Adverb		base
kaburi	kaburi	Noun		base
kadhaa	kadhaa	Noun		base
kadhalika	kadhalika	Adverb		base
kadiri	kadiri	Verb		base
kadri	kadri	Noun		base
kaeni	kaeni	Unknown		base
kahaba	kahaba	Noun		base
kaini	kaini	Adjective		base
kaka	kaka	Noun		base
kalamu	kalamu	Noun		base
kale	kale	Noun		base
kali	kali	Adjective		base
kama	kama	Coordinating connective		base
kamba	kamba	Noun		base
kambi	kambi	Noun		base
kamili	kamili	Adjective		base
kamilifu	kamilifu	Adjective		base
kamilishwa	kamilishwa	Verb		base
kamwe	kamwe	Adverb		base
kana	kana	Verb		base
kanda	kanda	Noun		base
kando	kando	Adverb		base
kanisa	kanisa	Noun		base
kanisani	kanisani	Noun		base
kanuni	kanuni	Noun		base
kanzu	kanzu	Noun		base
kapu	kapu	Noun		base
karama	karama	Noun		base
karamu	karamu	Noun		base
karani	karani	Noun		base
karatasi	karatasi	Noun		base
karibia	karibia	Verb		base
karibu	karibu	Interjection		base
karibuni	karibuni	Interjection		base
kashfa	kashfa	Noun		base
kashifa	kashifa	Noun		base
kasi	ukasi	Noun	Number=Plural	wiktionary
kaskazini	kaskazini	Adjective		base
kasuku	kasuku	Noun		base
kata	kata	Verb		base
kataa	kataa	Verb		base
kati	kati	Noun		base
katika	katika	Adposition		base
katikati	katikati	Noun		base
kauli	kauli	Noun		base
kavu	kavu	Adjective		base
kawaida	kawaida	Noun		base
kaya	ukaya	Noun	Number=Plural	wiktionary
kazeni	kazeni	Unknown		base
kazi	kazi	Noun		base
kelele	kelele	Noun		base
kemea	kemea	Verb		base
kesho	kesho	Adverb		base
kesi	kesi	Noun		base
keti	keti	Verb		base
ki	ki	Verb		base
kiangazi	kiangazi	Noun		base
kiapo	kiapo	Noun		base
kiaramu	kiaramu	Noun		base
kiasi	kiasi	Noun		base
kibaba	kibaba	Noun		base
kibali	kibali	Noun		base
kibanzi	kibanzi	Noun		base
kibao	kibao	Noun		base
kibaya	baya	Adjective	Number=Singular	unimorph
kiberiti	kiberiti	Noun		base
kibinadamu	kibinadamu	Adjective		base
kiburi	kiburi	Noun		base
kichaa	kichaa	Noun		base
kichafu	chafu	Adjective	Number=Singular	unimorph
kichaka	kichaka	Noun		base
kicheko	kicheko	Noun		base
kicho	kicho	Noun		base
kichungu	chungu	Adjective	Number=Singular	unimorph
kichwa	kichwa	Noun		base
kichwani	kichwani	Noun		base
kidogo	dogo	Adjective	Number=Singular	unimorph
kidole	kidole	Noun		base
kiebrania	kiebrania	Noun		base
kielelezo	kielelezo	Noun		base
kifafa	kifafa	Noun		base
kifalme	kifalme	Noun		base
kifo	kifo	Noun		base
kifua	kifua	Noun		base
kifuani	kifuani	Noun		base
kifungo	kifungo	Noun		base
kifuniko	kifuniko	Noun		base
kifupi	fupi	Adjective	Number=Singular	unimorph
kigeni	kigeni	Adjective		base
kigezo	kigezo	Noun		base
kigiriki	kigiriki	Noun		base
kigoda	kigoda	Noun		base
kigumu	gumu	Adjective	Number=Singular	unimorph
kiini	kiini	Noun		base
kiitalia	kiitalia	Noun		base
kijana	kijana	Proper noun		base
kijani	kijani	Adjective		base
kijeshi	kijeshi	Adjective		base
kijiji	kijiji	Noun		base
kijijini	kijijini	Noun		base
kijivu	kijivu	Adjective		base
kikali	kali	Adjective	Number=Singular	unimorph
kikao	kikao	Noun		base
kikapu	kikapu	Noun		base
kike	kike	Adjective		base
kiko	kiko	Noun		base
kikombe	kikombe	Noun		base
kikomo	kikomo	Noun		base
kikosi	kikosi	Noun		base
kikubwa	kubwa	Adjective	Number=Singular	unimorph
kikundi	kikundi	Noun		base
kikuu	kuu	Adjective	Number=Singular	unimorph
kikwazo	kikwazo	Noun		base
kila	kila	Determiner		base
kile	le	Adjective	Number=Singular	unimorph
kilekile	kilekile	Unknown		base
kilele	kilele	Noun		base
kilema	kilema	Noun		base
kilichopita	kilichopita	Unknown		base
kilikufa	fa	Verb	Mood=Indicative;Tense=Past;Person=Third;Number=Singular	unimorph
kilikuja	ja	Verb	Mood=Indicative;Tense=Past;Person=Third;Number=Singular	unimorph
kilima	kilima	Noun		base
kilio	kilio	Noun		base
kilomita	kilomita	Noun		base
kimaadili	kimaadili	Adjective		base
kimbilieni	kimbilieni	Unknown		base
kimbunga	kimbunga	Noun		base
kimekufa	fa	Verb	Mood=Indicative;Tense=Past;Person=Third;Number=Singular	unimorph
kimisri	kimisri	Adjective		base
kimo	kimo	Noun		base
kimoja	kimoja	Adjective		base
kimya	kimya	Adjective		base
kina	kina	Noun		base
kinara	kinara	Noun		base
kingi	ingi	Adjective	Number=Singular	unimorph
kingine	ingine	Adjective	Number=Singular	unimorph
kinginecho	kinginecho	Unknown		base
kinu	kinu	Noun		base
kinubi	kinubi	Noun		base
kinyume	kinyume	Noun		base
kinywa	kinywa	Noun		base
kinywaji	kinywaji	Noun		base
kiongozi	kiongozi	Noun		base
kioo	kioo	Noun		base
kipande	kipande	Noun		base
kipaumbele	kipaumbele	Noun		base
kipawa	kipawa	Noun		base
kipenzi	kipenzi	Noun		base
kipi	kipi	Unknown		base
kipimo	kipimo	Noun		base
kipindi	kipindi	Noun		base
kipofu	kipofu	Noun		base
kipumbavu	pumbavu	Adjective	Number=Singular	unimorph
kipya	pya	Adjective	Number=Singular	unimorph
kiraka	kiraka	Noun		base
kirefu	refu	Adjective	Number=Singular	unimorph
kiroho	kiroho	Adjective		base
kisafi	kisafi	Unknown		base
kisasi	kisasi	Noun		base
kisha	kisha	Adverb		base
kisheria	kisheria	Adjective		base
kisigino	kisigino	Noun		base
kisima	kisima	Noun		base
kisingizio	kisingizio	Noun		base
kisiwa	kisiwa	Noun		base
kitabaki	baki	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Singular	unimorph
kitabu	kitabu	Noun		base
kitakatifu	takatifu	Adjective	Number=Singular	unimorph
kitambaa	kitambaa	Noun		base
kitambo	kitambo	Noun		base
kitamu	tamu	Adjective	Number=Singular	unimorph
kitanda	kitanda	Noun		base
kitandani	kitandani	Noun		base
kitani	kitani	Noun		base
kitendo	kitendo	Noun		base
kiti	kiti	Noun		base
kito	kito	Noun		base
kitoto	kitoto	Noun		base
kitu	kitu	Noun		base
kiu	kiu	Noun		base
kiumbe	umba	Verb	Mood=Indicative;Tense=Past;Person=Third;Number=Singular	unimorph
kiume	kiume	Noun		base
kiungo	kiungo	Noun		base
kivuli	kivuli	Noun		base
kiwango	kiwango	Noun		base
kiwete	kiwete	Noun		base
kiwiliwili	kiwiliwili	Noun		base
kiyahudi	kiyahudi	Adjective		base
kizazi	kizazi	Noun		base
kiziwi	kiziwi	Noun		base
kizuizi	kizuizi	Noun		base
kizuri	zuri	Adjective	Number=Singular	unimorph
kodi	kodi	Noun		base
kofia	kofia	Noun		base
kokote	kokote	Adjective		base
koma	koma	Verb		base
komaa	komaa	Verb		base
kombe	kombe	Noun		base
komesha	komesha	Verb		base
kona	kona	Noun		base
kondeni	kondeni	Unknown		base
kondoo	kondoo	Noun		base
kooni	kooni	Noun		base
kosa	kosa	Noun		base
kosi	ukosi	Noun	Number=Plural	wiktionary
kote	kote	Adjective		base
koti	koti	Noun		base
kristo	kristo	Proper noun		base
kuabudu	kuabudu	Verb		base
kuacha	kuacha	Verb		base
kuachana	kuachana	Verb		base
kuachwa	kuachwa	Verb		base
kuadhibiwa	kuadhibiwa	Verb		base
kuadhibu	adhibu	Verb	NonFinite=Infinitive	wiktionary
kuagizwa	kuagizwa	Verb		base
kuajiri	kuajiri	Verb		base
kuajiriwa	kuajiriwa	Verb		base
kuambatana	kuambatana	Verb		base
kuamini	kuamini	Verb		base
kuaminika	kuaminika	Verb		base
kuaminiwa	kuaminiwa	Verb		base
kuamka	kuamka	Verb		base
kuamua	kuamua	Verb		base
kuamuru	kuamuru	Verb		base
kuandaa	andaa	Verb		unimorph
kuandaliwa	kuandaliwa	Verb		base
kuandika	andika	Verb		unimorph
kuandikia	kuandikia	Verb		base
kuandikishwa	kuandikishwa	Verb		base
kuandikwa	kuandikwa	Verb		base
kuangalia	kuangalia	Verb		base
kuangamia	kuangamia	Verb		base
kuangamiza	kuangamiza	Verb		base
kuangaza	kuangaza	Verb		base
kuanguka	kuanguka	Verb		base
kuangukia	kuangukia	Verb		base
kuanza	kuanza	Verb		base
kuanzia	kuanzia	Verb		base
kuanzisha	kuanzisha	Verb		base
kuapa	kuapa	Verb		base
kuashiria	kuashiria	Verb		base
kuasi	kuasi	Verb		base
kubadili	badili	Verb		unimorph
kubadilika	kubadilika	Verb		base
kubadilisha	kubadilisha	Verb		base
kubadilishana	kubadilishana	Verb		base
kubadilishwa	kubadilishwa	Verb		base
kubaki	baki	Verb		unimorph
kubalianeni	kubalianeni	Unknown		base
kubanwa	kubanwa	Verb		base
kubariki	bariki	Verb		unimorph
kubashiri	kubashiri	Verb		base
kubatilisha	kubatilisha	Verb		base
kubatiza	kubatiza	Verb		base
kubatizwa	kubatizwa	Verb		base
kubeba	kubeba	Verb		base
kubisha	kubisha	Verb		base
kubishana	kubishana	Verb		base
kubomolewa	kubomolewa	Verb		base
kuburudika	kuburudika	Verb		base
kubwa	kubwa	Adjective		base
kuchafuka	kuchafuka	Verb		base
kuchagua	kuchagua	Verb		base
kuchangamka	kuchangamka	Verb		base
kuchanganya	kuchanganya	Verb		base
kuchanganywa	kuchanganywa	Verb		base
kuchelewa	kuchelewa	Verb		base
kuchenga	kuchenga	Verb		base
kucheza	kucheza	Verb		base
kuchochea	kuchochea	Verb		base
kuchomwa	kuchomwa	Verb		base
kuchota	kuchota	Verb		base
kuchukia	kuchukia	Verb		base
kuchukua	kuchukua	Verb		base
kuchukuliana	kuchukuliana	Verb		base
kuchukuliwa	kuchukuliwa	Verb		base
kuchunguza	kuchunguza	Verb		base
kudai	kudai	Verb		base
kudanganya	kudanganya	Verb		base
kudanganywa	kudanganywa	Verb		base
kudharauliwa	kudharauliwa	Verb		base
kudhibiti	kudhibiti	Verb		base
kudhibitiwa	kudhibitiwa	Verb		base
kudhuru	kudhuru	Verb		base
kudumu	kudumu	Verb		base
kuelekea	kuelekea	Verb		base
kuelewa	kuelewa	Verb		base
kueleza	kueleza	Verb		base
kuelezea	kuelezea	Verb		base
kuelezeka	kuelezeka	Verb		base
kuelezwa	kuelezwa	Verb		base
kuendelea	kuendelea	Verb		base
kuendeleza	kuendeleza	Verb		base
kuendeshwa	kuendeshwa	Verb		base
kuenea	kuenea	Verb		base
kueneza	kueneza	Verb		base
kuepuka	kuepuka	Verb		base
kufa	fa	Verb		unimorph
kufaa	faa	Verb		unimorph
kufadhaika	kufadhaika	Verb		base
kufagia	kufagia	Verb		base
kufahamu	kufahamu	Verb		base
kufanya	kufanya	Verb		base
kufanyia	kufanyia	Verb		base
kufanyika	kufanyika	Verb		base
kufanywa	kufanywa	Verb		base
kufasiri	kufasiri	Verb		base
kufedheheshwa	kufedheheshwa	Verb		base
kufia	kufia	Verb		base
kuficha	kuficha	Verb		base
kufika	kufika	Verb		base
kufikia	kufikia	Verb		base
