target	source	prob	count
bulunmak	parting	1.0	1
bulunmaları	accusation	1.0	1
bulunmalarıdır	stewards	1.0	1
bulunmaması	daniel	1.0	1
bulunmamız	tents	1.0	1
bulunmamıştır	officiated	1.0	1
bulunmasın	falling	1.0	1
bulunmasına	timothy	1.0	1
bulunmasından	fullness	1.0	1
bulunmasını	inner	1.0	1
bulunmaya	repent	1.0	1
bulunmayanın	life	1.0	1
bulunmayı	arrange	0.5	1
bulunmayız	naked	1.0	1
bulunmaz	wood	1.0	1
bulunmazlar	slanderous	1.0	1
bulunmuş	mourned	0.5	1
bulunmuşlardır	remission	1.0	1
bulunsun	generosity	0.3333	2
bulunuca	decision	1.0	1
bulunun	contributing	1.0	1
bulunup	continues	0.5	1
bulunur	generously	0.3333	1
bulunursunuz	convicted	1.0	1
bulunuyor	briefly	0.25	1
bulunuyordu	cherubim	0.5	1
bulunuyorsunuz	judge	1.0	1
bulunuyorum	absent	0.1429	1
bulunuyoruz	defamed	0.3333	1
bulup	finding	0.25	2
bulur	finds	0.5714	4
bulursa	finds	0.75	3
bulursan	bother	1.0	1
bulurum	afar	1.0	1
buluruz	encouraged	1.0	1
bulut	cloud	1.0	8
buluta	overshadowed	0.5	1
bulutlar	clouds	0.5	1
bulutlara	reefs	1.0	1
bulutlarla	clouds	1.0	2
bulutları	clouds	0.6667	2
bulutlarıyla	clouds	1.0	1
bulutta	cloud	1.0	1
buluttan	cloud	0.3333	1
bulutun	sickle	0.75	3
bulutuyla	easily	1.0	1
buluyor	withstands	1.0	1
buluyorlardı	praising	1.0	1
buluyorum	present	0.5	1
buluşurdu	betrayed	1.0	1
buna	believe	0.0816	4
bunca	buy	0.125	1
bunda	barbarian	0.25	1
bundan	after	0.25	16
bundandır	bonds	1.0	1
bunlar	these	0.5278	38
bunlara	bear	0.2	1
bunlarda	conquerors	0.5	1
bunlardan	these	0.1786	5
bunlardandır	hymenaeus	0.5	1
bunlardır	justus	0.5	1
bunlarla	bury	0.1667	1
bunları	these	0.7143	60
bunların	these	0.525	21
bunlarınki	folly	1.0	1
bunlarınu	pretense	1.0	1
bunu	this	0.3779	82
bunun	therefore	0.4372	80
bununla	nevertheless	0.2143	6
burada	here	0.913	42
buradadır	condemn	0.3333	2
buradan	here	0.6667	6
buradasın	friend	1.0	1
buradayız	harm	1.0	1
burası	late	0.5	2
buraya	here	0.875	21
burayı	change	1.0	1
burunlarını	busybodies	1.0	2
buruşukluk	gloriously	1.0	1
buydu	o	1.0	1
buyruk	commandment	0.4762	20
buyrukla	elijah	1.0	1
buyruklara	decrees	1.0	1
buyruklardan	break	1.0	1
buyrukları	commandments	0.75	6
buyruklarıdır	doctrines	1.0	1
buyruklarım	reveal	1.0	1
buyruklarımı	commandments	1.0	2
buyrukların	questioning	1.0	1
buyruklarına	commandments	0.3333	1
buyruklarını	commandments	0.9167	11
buyrukta	commandments	1.0	1
buyruktan	better	0.5	1
buyruktur	commandment	0.6667	2
buyrulan	duty	1.0	1
buyrulmuştur	tempt	1.0	1
buyruğa	depend	0.5	1
buyruğu	commandment	0.6154	8
buyruğum	commandment	0.5	1
buyruğun	commandment	0.5	1
buyruğuna	endless	0.5	1
buyruğundaki	detachment	1.0	1
buyruğundan	beautiful	0.5	1
buyruğunu	calves	0.2	1
buyruğuyla	message	0.5	1
buyur	command	0.6667	2
buyuracaklar	forbidding	1.0	1
buyurdu	commanded	0.8095	34
buyurduklarımı	friends	1.0	1
buyurduklarımızı	confidence	1.0	1
buyurduktan	conferred	0.5	1
buyurdular	jailer	0.5	1
buyurdum	decision	0.5	1
buyurduysam	collection	1.0	1
buyurduğu	commanded	1.0	14
buyurduğum	directed	0.5	1
buyurduğun	room	1.0	1
buyurmadık	intend	1.0	1
buyurmak	circumcise	1.0	1
buyurmasın	abyss	1.0	1
buyurmaya	appropriate	1.0	1
buyurmuşlardı	seize	1.0	1
buyurmuştu	fetters	1.0	1
buyurmuştuk	willing	1.0	1
buyurmuştur	women	1.0	1
buyurup	samaritans	1.0	1
buyurursa	widely	1.0	1
buyuruyor	married	0.3333	1
buyuruyorsun	whitewashed	1.0	1
buyuruyorum	command	1.0	8
buyuruyoruz	withdraw	1.0	1
buzağı	idol	1.0	1
buçuk	half	0.6667	2
buğday	grain	0.5	4
buğdayı	wheat	0.8	4
buğdayın	bare	0.5	1
buğdayını	fork	1.0	1
buğün	crow	1.0	1
böbürlenenlerin	shortly	1.0	1
böbürlenirler	vainly	1.0	1
böbürleniyorsunuz	arrogant	1.0	1
böbürlenme	conceited	1.0	1
böbürlenmeyelim	provoking	1.0	1
böbürlenmişler	puffed	1.0	1
böldü	broke	1.0	5
böldüler	tunic	1.0	1
böldüğümüz	sharing	1.0	1
bölge	niger	0.5	1
bölgede	wanted	1.0	1
bölgeden	jurisdiction	1.0	1
bölgelerde	regions	1.0	1
bölgelere	aware	0.5	1
bölgelerinde	hoisted	0.5	1
bölgelerinden	corinth	0.5	1
bölgelerine	regions	0.6667	2
bölgesindeki	haste	1.0	1
bölgesinden	phrygia	1.0	2
bölgesine	withdrew	0.5	3
bölgesini	casting	0.5	1
bölgesinin	decapolis	0.3333	1
bölgeye	area	0.3333	1
bölgeyi	remission	1.0	1
bölmede	breaking	1.0	1
bölmek	intending	1.0	1
bölmeye	anchor	0.5	1
bölücü	factious	0.5	1
bölük	lanterns	1.0	1
bölüm	passage	1.0	1
bölümde	tabernacle	1.0	1
bölüme	accomplishing	1.0	1
bölündü	divided	0.75	3
bölünecek	divided	1.0	2
bölünen	desolation	1.0	3
bölünme	division	1.0	1
bölünmeler	factions	0.75	3
bölünmelere	causing	1.0	1
bölünmüş	desolation	1.0	1
bölünmüşse	beelzebul	0.5	1
bölünmüştür	casts	1.0	1
bölünürse	cannot	1.0	2
bölüp	broke	0.3333	1
bölüğü	detachment	1.0	1
bölüğünden	priestly	1.0	1
bölüğünün	executed	1.0	1
bölüştürür	attacks	1.0	1
böyle	such	0.2692	28
böylece	so	0.5926	80
böyledir	blows	0.1667	1
böyleleri	deed	0.5	1
böylelerinden	consent	1.0	1
böylelerine	helps	0.3333	1
böylelerini	acknowledge	0.5	1
böylelerinindir	belongs	0.5	1
böylelikle	revelation	0.2	2
böylesi	created	0.5	1
böylesine	easily	0.25	1
böylesini	mat	0.5	1
böyleydi	engaged	1.0	1
böyleydiniz	washed	1.0	1
böyleyse	expedient	1.0	1
böğrüme	reach	1.0	1
böğründen	spear	1.0	1
böğrüne	cell	0.5	1
böğrünü	showed	0.5	1
büklüm	bent	1.0	2
büründü	altered	0.5	1
bürünerek	ravening	1.0	1
bütün	all	0.8473	294
bütünlüğü	loss	1.0	1
bütününe	guilty	1.0	1
bütünüyle	requests	1.0	1
büyücü	sorcerer	0.6667	2
büyücüler	sorcerers	1.0	1
büyücülük	sorcery	1.0	2
büyücülükle	magical	1.0	1
büyücülükten	sorceries	1.0	1
büyücülüğünle	sorcery	1.0	1
büyüdü	choked	0.5	2
büyüdükçe	grows	0.5	1
büyüdüm	strict	1.0	1
büyüdüğü	custom	0.5	1
büyüdüğünde	refused	1.0	1
büyüdüğüne	lilies	1.0	1
büyüdüğünü	lilies	1.0	1
büyük	great	0.6595	184
büyükannen	reminded	1.0	1
büyükleri	exercise	1.0	2
büyüklerine	grandchildren	1.0	1
büyüklerini	believes	0.5	1
büyüklüğü	greatness	1.0	1
büyüklüğünün	greatness	1.0	1
büyüksün	greater	0.5	1
büyüktü	big	1.0	1
büyüktür	greater	0.4118	7
büyüledi	galatians	1.0	1
büyüleriyle	sorceries	1.0	1
büyümektedir	ligaments	1.0	1
büyümeniz	respects	1.0	1
büyümeyle	ligaments	1.0	1
büyümüş	niger	1.0	1
büyür	herbs	0.5	1
büyüsünler	bundles	1.0	1
büyüten	plants	1.0	1
büyütmüş	enrolled	1.0	1
büyüttü	abandoned	0.5	1
büyüyelim	grow	1.0	1
büyüyesiniz	newborn	1.0	1
büyüyor	growing	0.75	3
büyüyordu	stature	1.0	1
büyüyüp	produced	0.4286	3
büyüğü	greatest	0.75	3
büyüğüne	bondservants	0.3333	1
bırak	bury	0.4	2
bırakabileceğini	meanwhile	1.0	1
bırakacak	strip	1.0	1
bırakacaklar	trial	1.0	1
bırakacaksın	suspense	1.0	1
bırakacağım	capital	1.0	1
bırakacağına	case	1.0	1
bırakacağınız	scattered	1.0	1
bırakan	lands	1.0	1
bırakmadan	tithe	0.4	2
bırakmadı	pleasing	0.3333	1
bırakmak	examined	1.0	1
bırakmalarını	forsake	1.0	1
bırakmamış	gomorrah	1.0	1
bırakmasın	content	0.5	2
bırakmasını	distracted	1.0	1
bırakmayacaklar	visitation	1.0	1
bırakmayacaksın	decay	1.0	1
bırakmayacaksınız	answer	1.0	1
bırakmayacağım	forsake	0.5	1
bırakmayın	intend	1.0	1
bırakmazken	wondering	1.0	1
bırakmazsa	leaves	1.0	1
bıraktı	released	0.2308	3
bıraktık	everything	1.0	1
bıraktılar	let	0.2	1
bıraktım	childish	0.3333	1
bıraktın	eli	1.0	1
bıraktığı	case	1.0	1
bıraktığım	carpus	1.0	1
bırakılabilirdi	appealed	1.0	1
bırakılacak	grinding	0.4	2
bırakılasınız	condemn	1.0	1
bırakıldı	month	1.0	1
bırakıldıktan	company	1.0	1
bırakıldığını	shortly	1.0	1
bırakılmadığını	foreseeing	1.0	1
bırakılması	deceive	1.0	1
bırakılmayacak	thrown	1.0	1
bırakın	belongs	0.2222	4
bırakıp	left	0.6053	23
bırakır	leaves	1.0	1
bırakırsak	romans	1.0	1
bırakırsınız	dill	1.0	1
bırakıyorsun	releasing	1.0	1
bırakıyorum	fearful	1.0	1
caddelerine	streets	1.0	1
caddesinde	spiritually	1.0	1
cahil	ignorant	0.5	1
cahilce	generate	1.0	1
cahilse	ignorant	1.0	1
cam	glass	1.0	3
camdan	glass	1.0	2
can	soul	0.6667	6
cana	pilgrims	1.0	1
canavar	beast	1.0	6
canavara	beast	0.9	9
canavarla	sulfur	0.6667	2
canavarlar	beasts	1.0	1
canavarlarla	purposes	1.0	1
canavarı	army	0.5	1
canavarın	beast	1.0	17
candan	heartily	1.0	1
candı	claimed	1.0	1
canla	active	1.0	1
canlandırdığınız	length	1.0	1
canlandırman	stir	1.0	1
canlarımız	injury	1.0	1
canlarımızı	affectionately	1.0	1
canlarını	souls	0.8333	5
canlarınız	souls	0.5	2
canlarınızı	overflowing	0.5	1
canlarınızın	overseer	0.5	1
canlı	creatures	0.6	9
canlıların	ships	1.0	1
cansız	lifeless	1.0	1
canı	gehenna	0.4	2
canım	soul	1.0	6
canıma	corinth	0.5	1
canımı	decay	0.5	1
canımın	justice	1.0	1
canın	prospers	0.25	1
canına	anguish	1.0	1
canınla	strength	0.6667	2
canını	bother	0.3333	1
canının	dainty	0.5	1
canınız	completely	1.0	1
casusları	spies	1.0	1
cağım	iniquities	1.0	1
cehennem	gehenna	0.6667	2
cehennemde	gehenna	1.0	1
cehennemden	sets	1.0	1
cehenneme	gehenna	1.0	6
cehennen	proselyte	1.0	1
ceketi	coats	1.0	1
ceketini	cloak	1.0	1
ceketinizi	coat	1.0	2
cenazeyi	coffin	1.0	1
cennete	utter	1.0	1
cennetin	kingdom	0.7273	8
cennetindeki	paradise	1.0	1
cennette	paradise	0.5	1
cesaret	dare	0.25	5
cesaretim	boldness	0.5	1
cesaretimiz	boldness	1.0	5
cesaretini	unlearned	1.0	1
cesaretinizi	boldness	1.0	1
cesaretle	boldness	0.4118	7
cesaretlendirdikten	encouraged	1.0	1
cesaretlendirdiler	helped	1.0	1
cesaretlendirelim	assembling	1.0	1
cesaretlendirerek	greece	1.0	1
cesaretlendirin	disorderly	1.0	1
cesaretlendirip	encouraged	1.0	1
cesaretleri	discouraged	1.0	1
cesaretliyiz	courageous	1.0	1
cesede	tabitha	1.0	1
cesedi	cloth	0.4286	3
cesedin	pilate	1.0	1
cesedini	arimathaea	0.2727	3
cesedinin	tomb	1.0	1
cesetleri	bodies	1.0	4
cesetlerin	special	1.0	1
cesetlerini	peoples	1.0	1
cesetlerinin	bodies	0.5	1
cesur	cheer	0.8333	10
cesurca	boldly	0.75	3
ceylan	tabitha	1.0	1
ceza	inflicted	0.3333	1
cezalandıracaktır	punishing	1.0	1
cezalandıran	inflicts	1.0	1
cezalandırmak	punished	0.5	1
cezalandırmanın	threatened	1.0	1
cezalandırmaya	avenge	1.0	1
cezalandırılıyorsak	punished	1.0	1
cezalandırır	disciplines	0.5	1
cezası	gomorrah	1.0	1
cezasına	illegal	0.5	1
cezasını	appeal	0.1667	1
cezasız	prior	1.0	1
cezaya	trodden	1.0	1
cezayı	rebuking	1.0	1
ciddi	dangerous	0.5	1
ciddiyet	integrity	0.5	1
ciddiyetle	earnestly	0.5	1
cimrilik	arrange	1.0	1
cinayet	adulteries	0.5	1
cinsel	immorality	0.7895	15
cinsten	actually	1.0	1
civcivlerini	hen	1.0	2
coşarak	o	1.0	1
coşasınız	exceeding	1.0	1
coşku	gladness	1.0	1
coşkuyla	leap	1.0	1
coşuyorsunuz	unspeakable	1.0	1
cömert	contribution	1.0	1
cömertlik	generosity	1.0	3
cömertçe	generosity	0.4	2
cüppesini	sprang	1.0	1
cüret	contending	1.0	1
cüzam	leprosy	1.0	2
cüzamdan	leprosy	1.0	1
cüzamla	leprosy	1.0	1
cüzamlı	leper	0.6667	4
cüzamlılar	lepers	1.0	2
cüzamlıları	lepers	1.0	1
da	and	0.3585	304
daha	more	0.3924	144
dahil	including	0.5	2
daima	cutting	1.0	1
dair	confidence	0.1667	2
daldı	dangerous	0.5	1
daldıkları	creation	1.0	1
daldılar	missed	0.5	1
daldıran	dipped	1.0	1
daldırandır	dips	1.0	1
dalgalar	big	1.0	1
dalgalarla	waves	1.0	2
dalgaları	foaming	1.0	1
dalgaların	perplexity	0.5	1
dalgasına	wave	1.0	1
dalgındı	distracted	1.0	1
dallar	branches	1.0	5
dallara	supports	1.0	1
dallardan	richness	1.0	1
dalları	branches	0.5	2
dallarına	smaller	1.0	1
dallarında	garden	1.0	1
dallarını	palm	1.0	1
dalmamaları	urged	1.0	1
dalmanuta	dalmanutha	1.0	1
dalmayı	revel	1.0	1
dalı	summer	1.0	1
dalınca	eutychus	1.0	1
dama	housetop	0.5	1
damaris	dionysius	1.0	1
damarlı	sapphire	1.0	1
damaskus	damascus	0.6667	2
damda	housetop	1.0	3
damlaları	sweat	1.0	1
damlardan	housetops	1.0	2
danaların	calves	1.0	2
danaya	flying	1.0	1
danayı	fattened	1.0	3
dans	danced	1.0	2
danışma	conferred	0.5	1
danışmadım	confer	1.0	1
dar	narrow	1.0	3
dava	sues	0.5	1
davacı	prosecutor	1.0	1
davacınla	prosecutor	1.0	1
davacınızla	magistrate	1.0	1
davaları	smallest	1.0	1
davalarınız	lawsuits	1.0	1
davalımdan	defend	1.0	1
davanız	reasonable	1.0	1
davanızı	deferred	1.0	1
davası	dare	1.0	1
davasını	case	1.0	1
davet	invited	0.8824	15
davetliler	groomsmen	1.0	1
davetlilere	invited	1.0	1
david	david	0.9231	24
davranabilir	gently	1.0	1
davrananlar	mistreat	1.0	1
davrandı	acted	0.3333	1
davrandık	cherishes	1.0	1
davrandım	gain	0.5	2
davrandın	anxiously	1.0	1
davrandığı	wisely	1.0	1
davrandığımıza	behaved	1.0	2
davrandığını	behaving	1.0	1
davranmadıklarını	uprightly	1.0	1
davranmak	attempt	0.5	1
davranmalı	quarrel	1.0	1
davranmayın	bitter	1.0	1
davranmaz	inappropriately	1.0	1
davranın	equal	0.5	1
davranıyor	deals	1.0	1
davranıyorlar	measuring	1.0	1
davranışlar	behavior	0.5	1
davranışlara	bonds	0.3333	1
davranışlarında	enslaved	1.0	1
davranışlarınızı	won	1.0	1
davranışlarıyla	won	1.0	1
davranışımı	steadfastness	1.0	1
davranışınızda	behavior	1.0	1
dayak	stripes	1.0	3
dayaklarda	beatings	1.0	1
dayalı	kills	1.0	1
dayan	hardship	1.0	3
dayanabilir	wrath	1.0	1
dayanabilmek	armor	1.0	1
dayanabilmeniz	common	1.0	1
dayanak	basis	1.0	2
dayanamadılar	touches	1.0	1
dayanamadım	tempter	1.0	1
dayanamayıp	athens	1.0	1
dayanamazsınız	bear	1.0	1
dayanan	endures	0.8	4
dayandı	invisible	1.0	1
dayandıktan	patiently	1.0	1
dayandın	testing	0.5	1
dayandığını	job	1.0	1
dayanma	adding	1.0	2
dayanmada	hardships	1.0	1
dayanmakla	win	1.0	1
dayanmıyor	deception	1.0	1
dayanmış	ax	0.3333	1
dayanmıştır	ax	1.0	1
dayansın	wisdom	1.0	1
dayanıklı	ceasing	1.0	1
dayanıklılık	endurance	1.0	2
dayanıklılığı	proven	1.0	1
dayanıklılığın	proven	1.0	1
dayanıp	jew	0.5	1
dayanır	endures	0.5	1
dayanırsak	endure	1.0	1
dayağı	required	1.0	1
dağ	scroll	0.5	1
dağa	mountain	0.9545	21
dağda	mountain	0.6	3
dağdan	mountain	1.0	5
dağdır	mountains	1.0	1
dağlanmış	branded	1.0	1
dağlar	island	1.0	1
dağlara	mountains	1.0	4
dağlarda	mountains	0.6667	2
dağları	mysteries	1.0	1
dağların	caves	1.0	1
dağlık	hill	1.0	2
dağı	foreheads	0.5	1
dağılacak	tonight	1.0	2
dağılacağı	scattered	1.0	1
dağılanlar	phoenicia	1.0	1
dağıldı	obeyed	0.5	1
dağıldılar	consenting	1.0	1
dağılmadan	ensnare	1.0	1
dağılmaya	seas	1.0	1
dağılmış	dispersion	0.5	3
dağılınca	proselytes	1.0	1
dağılıp	tongues	1.0	1
dağın	mountain	0.5	1
dağıt	distribute	0.5	1
dağıtacaktır	scatter	1.0	1
dağıtmaları	broke	1.0	1
dağıtmalarını	small	1.0	1
dağıtsam	profits	1.0	1
dağıttı	distributed	0.6667	2
dağıttılar	broke	1.0	1
dağıttıysa	distributed	1.0	1
dağıtılabilirdi	grumbled	1.0	1
dağıtım	distribution	1.0	1
dağıtır	scatters	0.75	3
dağıtıyorlardı	distributed	1.0	1
de	also	0.3452	300
dedi	said	0.7622	686
dedikleri	sect	0.3333	1
dediklerimi	wise	1.0	1
dedikodu	whisperings	1.0	1
dedikoducu	backbiters	1.0	1
dediler	said	0.6327	143
dedilerse	beelzebul	1.0	1
dedim	declare	0.0833	1
dedirttiler	induced	1.0	1
dediyse	gods	1.0	1
dediği	agreement	0.0769	1
dediğim	blaspheme	0.1429	1
dediğime	anew	0.5	1
dediğimi	rejoiced	1.0	1
dediğimiz	arises	1.0	1
dediğin	mary	1.0	1
dediğinde	excepted	1.0	1
dediğini	voice	0.2632	10
dediğiniz	blind	0.5	2
defa	visited	1.0	1
defalarca	onesiphorus	0.5	1
dehşet	breath	0.5	1
dehşete	terrified	1.0	5
dehşetli	fierceness	1.0	1
dehşetten	terror	1.0	1
dek	until	0.4756	78
dekapolis	decapolis	1.0	2
deldi	spear	1.0	1
deldiği	print	1.0	1
delecek	pierce	1.0	1
deler	active	1.0	1
deli	reasonableness	1.0	1
delice	slept	1.0	1
deliceler	darnel	1.0	3
deliceleri	darnel	0.4	2
delicelerin	darnel	1.0	1
delidir	insane	1.0	1
delik	unshrunk	1.0	1
delikanlı	citizens	0.3333	1
deliliğini	madness	1.0	1
delirmişsin	driving	1.0	1
delirtiyor	driving	1.0	1
deliğinden	camel	1.0	3
deme	ascend	0.3333	1
demeden	urgent	1.0	1
demedi	bethlehem	1.0	1
demek	easier	0.3529	6
demekle	obsolete	0.25	1
demekten	sanctifies	1.0	1
demektir	acts	0.2222	2
demelisiniz	wills	1.0	1
dememem	unlawful	1.0	1
dememiş	coveting	0.5	1
demesi	invited	1.0	1
demesin	tempts	1.0	1
demet	bundles	1.0	1
demeye	begin	0.5	3
demeyeceğini	accursed	1.0	1
demeyelim	slanderously	1.0	1
demez	properly	1.0	1
demezler	assembled	0.5	1
demir	iron	0.625	5
demirden	chariots	1.0	1
demirle	branded	1.0	1
demirlediler	moored	1.0	1
demirleri	hoisting	1.0	1
demiyor	descendants	0.5	1
demiyordu	claimed	1.0	1
demiyorum	earnestness	0.3333	1
demiş	footstool	0.5	1
demişler	unsettling	1.0	1
demişlerdi	mockers	0.3333	1
demişti	lawful	0.2	2
demiştim	unless	1.0	1
demiştir	beasts	0.1111	1
dendiğini	ancient	0.2857	2
denebilecek	weakened	1.0	1
denecek	called	0.4	2
denecektir	nazarene	1.0	1
denediler	tested	1.0	1
deneme	common	1.0	1
denemek	stooped	1.0	1
denemeliyim	excused	1.0	1
denemeyeceksin	tempt	0.5	1
denemeyelim	serpents	1.0	1
denemeyle	common	1.0	1
denen	almost	0.1429	1
denendi	tempted	1.0	2
denendiklerinde	ordeal	1.0	1
denendiler	sawn	1.0	1
denendiği	tested	1.0	1
denendiğim	trials	1.0	1
denendiğinden	tempted	1.0	1
denenenlere	tempted	1.0	1
denenme	fiery	0.3333	1
denenmek	tempted	1.0	1
denenmelerde	plots	1.0	1
denenmelerle	trials	1.0	1
denenmenize	common	1.0	1
denenmiş	feeling	1.0	1
denetlemeyen	boastful	1.0	1
denetlemiyoruz	control	1.0	1
denetlesin	examine	1.0	1
denetleyeceğini	control	1.0	1
denetleyemediğiniz	deprive	1.0	1
denetleyemiyorlarsa	passion	1.0	1
deneyerek	testing	1.0	1
deneyimli	experienced	1.0	1
deneyip	proved	1.0	1
denildi	accounted	0.3333	1
denildikçe	deceitfulness	1.0	1
denildiği	pair	1.0	1
denilecek	peacemakers	1.0	1
denilen	called	1.0	39
denilenlerin	uncircumcision	1.0	1
denilir	benefactors	1.0	1
deniliyor	pharaoh	1.0	1
denilmiştir	accounted	0.3333	1
denir	lords	1.0	1
deniyor	awake	0.25	1
deniyorsunuz	tempt	1.0	1
deniz	sea	0.8182	18
denizciler	sailors	0.6667	2
denizde	sea	0.8889	8
denizdeki	bowl	0.3333	1
denizdekileri	delay	1.0	1
denizden	blasphemous	0.2	1
denize	sea	0.8235	28
denizi	sea	0.375	3
denizin	sea	0.8947	17
denizinin	fishermen	1.0	1
denli	abounds	0.1538	2
depolayacağım	bigger	1.0	1
deprem	earthquake	1.0	7
depremde	tenth	1.0	1
depremi	earthquake	1.0	1
depremler	earthquakes	0.6667	2
der	says	0.6875	11
derbe	derbe	1.0	2
derbeli	sopater	1.0	1
derdi	bother	0.5	1
derece	handsome	1.0	1
derecesinde	consent	0.3333	1
dereotunun	dill	1.0	1
deri	leather	1.0	2
dericinin	tanner	1.0	3
derilerini	carpus	1.0	1
derim	tell	1.0	20
derin	deep	0.3636	4
derindir	oh	1.0	1
derinlere	catch	1.0	1
derinlik	height	1.0	1
derinlikler	pit	1.0	2
derinliklerden	abyss	1.0	2
derinliklere	abyss	1.0	3
derinliklerin	abaddon	0.5	1
derinliği	depth	1.0	1
derinliğini	soundings	1.0	1
derler	sadducees	0.3333	1
derlerdi	listened	1.0	1
derlerse	rooms	1.0	2
derse	tells	0.2308	3
dersek	reasoned	0.375	3
dersem	liar	1.0	1
derseniz	doubt	0.25	1
dersin	speck	1.0	2
dersiniz	happens	0.25	2
dertleniyorsun	martha	1.0	1
dertlerden	cured	1.0	1
deseydiniz	sycamore	1.0	1
desin	bride	0.5	1
destek	helps	1.0	1
destekleyin	disorderly	1.0	1
destekçim	epaphroditus	1.0	1
desteğiyle	supply	1.0	1
devam	continue	0.3043	7
devamlı	proselytes	1.0	1
deve	leather	1.0	2
devedikeni	thistles	1.0	1
devedikenlerinden	thistles	1.0	1
devenin	camel	1.0	3
deveyi	strain	1.0	1
devirdi	overthrew	1.0	3
devirlerini	robe	1.0	1
devşirdiğimi	slothful	1.0	1
devşirdiğini	reaping	1.0	1
deyin	goes	0.1667	2
deyince	backward	0.5	1
deyinceye	desolate	1.0	1
deyip	liar	0.25	2
değer	cherishes	0.375	3
değerdir	commendable	1.0	2
değeri	adornment	0.5	1
değerin	priced	1.0	1
değerinde	quadrans	1.0	1
değerini	magical	1.0	1
değerlendirin	redeeming	1.0	2
değerlere	birthright	1.0	1
değerleri	approve	1.0	1
değerli	precious	0.6087	14
değerlidir	cornerstone	0.5	1
değerlisiniz	sparrows	0.6667	2
değersiz	duty	0.5	1
değersiziydim	unsearchable	1.0	1
değil	not	0.6935	224
değildi	solomon	0.1429	2
değildik	atoning	1.0	1
değildiler	dragging	1.0	1
değildim	err	1.0	1
değildiniz	noble	0.5	1
değildir	not	0.7273	48
değildirler	unfit	1.0	1
değilim	am	0.4516	14
değiliz	belong	0.0909	1
değiller	hated	0.3333	1
değillerdi	belonged	1.0	1
değillerse	return	1.0	1
değilmiş	wedding	1.0	1
değilse	appeal	0.5	1
değilsek	beside	1.0	1
değilsem	apostleship	1.0	1
değilsen	baptize	1.0	1
değilsin	fifty	0.2	1
değilsiniz	betray	0.0833	1
değirmen	millstone	0.8	4
değirmende	grinding	1.0	2
değişin	transformed	1.0	1
değişince	necessity	1.0	1
değişkenlik	variation	1.0	1
değişmesi	necessity	1.0	1
değişmez	immutable	0.5	1
değişmezliğini	immutability	1.0	1
değişti	altered	0.5	1
değiştirdiler	exchanged	0.3333	1
değiştirilecekler	mantle	1.0	1
değiştirileceğiz	twinkling	1.0	2
değiştirip	changed	0.3333	1
değiştirmeyi	tone	1.0	1
değiştirmez	change	1.0	1
değmemiş	virgin	0.6667	8
değmez	compared	1.0	1
değnek	staff	0.6667	2
değnekle	rod	0.5	1
değneğe	rod	1.0	1
değneğinin	leaning	1.0	1
deşmiş	pierced	1.0	1
deştiklerine	pierced	1.0	1
dibinde	clothed	0.5	1
dibine	buried	0.1667	1
didimos	didymus	1.0	3
didindik	paying	1.0	1
didinip	toil	1.0	1
diemektir	talitha	1.0	1
dik	chiefly	1.0	1
dikelim	perfecter	1.0	1
diken	excessively	0.5	1
dikeni	sting	1.0	1
dikenin	sting	1.0	1
dikenler	choked	0.75	6
dikenlerden	braided	0.3333	1
dikenlerin	amid	1.0	1
dikenli	grapes	0.6667	2
diker	expense	1.0	1
dikil	sycamore	0.5	1
dikildiğini	daniel	1.0	1
dikiliydi	planted	1.0	1
dikince	fastening	1.0	1
dikip	act	0.5	1
dikiyorsun	setting	1.0	1
dikiyorsunuz	covet	0.5	1
dikişsiz	tunic	1.0	1
dikkat	careful	0.2778	10
dikkate	notable	1.0	1
dikkatinden	notice	1.0	1
dikkatinizi	ensnare	1.0	1
dikkatle	intently	0.4	2
dikkatli	repents	1.0	1
dikkatlice	intently	0.5	1
dikmedim	coveted	1.0	1
dikmediği	plant	1.0	1
dikmeyeceksin	covet	1.0	2
dikmeyi	coveting	1.0	1
dikmez	sews	1.0	1
dikmiş	steadfastly	1.0	1
dikti	planted	0.375	3
dil	tongue	0.5714	4
dilde	language	1.0	6
dilden	peoples	0.6667	2
dile	confession	0.4167	5
diledi	kneeling	1.0	1
dilediklerine	raises	1.0	1
dilediler	sentence	1.0	1
dilediği	blows	0.2	1
dilediğime	whomever	1.0	1
dilediğimi	eye	1.0	1
dilediğimiz	abundantly	1.0	1
dilediğine	hardens	1.0	1
dilediğini	hardens	1.0	1
dilediğiniz	pray	0.5	1
dilediğinizi	asking	1.0	1
dilekle	petition	1.0	1
dilekler	intercessions	1.0	1
dileklerde	petitions	0.5	1
dileklerimizi	petitions	1.0	1
dileklerle	watchful	1.0	1
dilekte	request	0.6667	2
dilemeden	knows	1.0	1
dilemediniz	joy	1.0	1
dilemekten	requests	1.0	1
dilemeye	excuses	0.5	1
dilenci	beggar	1.0	2
dilenen	neighbors	0.5	1
dilenirdi	beautiful	1.0	1
dileniyordu	begging	1.0	1
dilenmekten	position	1.0	1
dilerdim	accursed	1.0	1
dilerim	inner	0.3333	1
dilerse	wills	0.5	2
dilersek	listens	0.5	2
dilersen	ask	0.3333	1
dilerseniz	ask	0.4	2
dileyecekleri	assuredly	1.0	1
dileyeceksiniz	pray	1.0	1
