surface	lemma	pos	features	source
diselesaikan	selesai	Verb		unimorph
diselidiki	diselidiki	Verb		base
disembah	sembah	Verb		unimorph
disembelih	sembelih	Verb		unimorph
disembuhkan	sembuh	Verb		unimorph
disembunyikan	sembunyi	Verb		unimorph
disempurnakan	sempurna	Noun		unimorph
disentuh	sentuh	Verb		unimorph
disepakati	disepakati	Verb		base
diserahkan	serah	Verb		unimorph
diserang	serang	Verb		unimorph
diseret	seret	Verb		unimorph
disertai	disertai	Verb		base
disesatkan	sesat	Adjective		unimorph
disewanya	sewa	Noun	Definiteness=Definite	unimorph
disiapkan	siap	Verb		unimorph
disiarkan	siar	Verb		unimorph
disibukkan	sibuk	Adjective		unimorph
disidang	sidang	Noun		clitic
disiksa	siksa	Proper noun		unimorph
disimpan	simpan	Verb		unimorph
disinggung	singgung	Verb		unimorph
disingkapkan	singkap	Verb		unimorph
disingkirkan	singkir	Verb		unimorph
disini	sini	Pronoun		clitic
disinilah	disini	Noun		clitic
disiplin	disiplin	Noun		base
disirami	disiram	Verb		clitic
disita	sita	Proper noun		unimorph
disitu	situ	Noun		clitic
diskusi	diskus	Noun		clitic
diskusikan	mendiskusikan	Verb	Mood=Imperative	wiktionary
disucikan	suci	Adjective		unimorph
disukai	disukai	Verb		base
disunat	sunat	Noun		clitic
disusun	susun	Proper noun		unimorph
ditaati	ditaati	Verb		base
ditabur	tabur	Verb		unimorph
ditaburkan	tabur	Verb		unimorph
ditahan	tahan	Verb		unimorph
ditakdirkan	ditakdirkan	Verb		base
ditaklukkan	takluk	Verb		unimorph
ditambah	tambah	Verb		unimorph
ditambahkan	tambah	Verb		unimorph
ditampar	tampar	Verb		unimorph
ditampilkan	tampil	Verb		unimorph
ditampung	tampung	Verb		unimorph
ditanam	tanam	Verb		unimorph
ditanamkan	tanam	Verb		unimorph
ditandatangani	ditandatangani	Verb		base
ditanggung	tanggung	Verb		unimorph
ditangkap	tangkap	Verb		unimorph
ditanya	tanya	Verb		unimorph
ditanyai	ditanya	Verb		clitic
ditanyakan	tanya	Verb		unimorph
ditariklah	ditarik	Verb		clitic
ditaruh	taruh	Verb		unimorph
ditebang	tebang	Verb		unimorph
ditebarkan	tebar	Verb		unimorph
ditebus	tebus	Verb		unimorph
ditegakkan	tegak	Adjective		unimorph
ditegur	tegur	Verb		unimorph
ditekan	tekan	Verb		unimorph
ditemani	ditemani	Verb		base
ditempati	ditempat	Verb		clitic
ditempatkan	ditempat	Verb		clitic
ditempatkannya	ditempat	Verb		clitic
ditemukan	temu	Verb		unimorph
ditemukannya	temu	Verb	Definiteness=Definite	unimorph
ditenangkan	tenang	Adjective		unimorph
ditenggelamkan	tenggelam	Verb		unimorph
ditentang	tentang	Adposition		unimorph
ditentukan	tentu	Adverb		unimorph
diterapkan	terap	Verb		unimorph
diterima	terima	Verb		unimorph
diteruskan	terus	Adverb		unimorph
ditetapkan	tetap	Adverb		unimorph
ditimpa	timpa	Verb		unimorph
ditindas	tindas	Verb		unimorph
ditinggalkan	tinggal	Verb		unimorph
ditinggalkannya	tinggal	Verb	Definiteness=Definite	unimorph
ditinggikan	tinggi	Adjective		unimorph
ditipu	tipu	Verb		clitic
dititipkan	titip	Verb		unimorph
ditiup	tiup	Verb		unimorph
ditolak	tolak	Verb		unimorph
dituduh	tuduh	Verb		unimorph
dituduhkan	tuduh	Verb		unimorph
ditugaskan	ditugaskan	Verb		base
dituju	tuju	Verb		unimorph
ditujukan	tuju	Verb		unimorph
ditukar	tukar	Verb		unimorph
ditulis	tulis	Verb		unimorph
dituliskan	tulis	Verb		unimorph
ditulisnya	tulis	Verb	Definiteness=Definite	unimorph
ditumpangi	ditumpang	Verb		clitic
ditunda	tunda	Verb		unimorph
ditungganginya	tunggang	Noun	Definiteness=Definite	unimorph
ditunjuk	tunjuk	Verb		unimorph
ditunjukkan	tunjuk	Verb		unimorph
dituntun	tuntun	Verb		unimorph
dituntut	tuntut	Verb		unimorph
diturunkan	turun	Verb		unimorph
ditutup	tutup	Verb		unimorph
ditutupi	ditutup	Verb		clitic
diubah	ubah	Verb		unimorph
diubahkan	diubahkan	Proper noun		alignment
diucapkan	ucap	Verb		unimorph
diucapkannya	ucap	Verb	Definiteness=Definite	unimorph
diuji	uji	Noun		unimorph
diukir	ukir	Verb		unimorph
diukur	ukur	Verb		unimorph
diumpamakan	diumpamakan	Unknown		base
diumumkan	umum	Adjective		unimorph
diundang	undang	Verb		unimorph
diungkapkan	ungkap	Verb		unimorph
diurapi	diurapi	Verb		base
diusir	usir	Verb		unimorph
diusung	usung	Verb		unimorph
diutus	utus	Verb		unimorph
diverifikasi	verifikasi	Noun		clitic
diwajibkan	wajib	Auxiliary verb		unimorph
diyakinkan	yakin	Adjective		unimorph
doa	doa	Noun		base
doakan	doa	Noun		unimorph
doaku	doa	Noun	Number=Singular;Gender=Neuter	unimorph
doamu	doa	Noun	Number=Singular;Gender=Neuter	unimorph
doanya	doa	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
dokter	dokter	Noun		base
doktrin	doktrin	Noun		base
domba	domba	Noun		base
dombaku	domba	Noun		clitic
dombanya	domba	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
dompet	dompet	Proper noun		base
dongeng	dongeng	Verb		base
dorkas	dorkas	Proper noun		alignment
dorong	dorong	Verb		base
dorongan	dorong	Verb	Number=Singular;Gender=Neuter	unimorph
dosa	dosa	Noun		base
dosamu	dosa	Noun	Number=Singular;Gender=Neuter	unimorph
dosanya	dosa	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
dua	dua	Numeral		base
duda	duda	Noun		base
duduk	duduk	Verb		base
duduklah	duduk	Verb		clitic
duga	duga	Verb		base
dugaan	duga	Verb	Number=Singular;Gender=Neuter	unimorph
duitan	duit	Noun		clitic
duka	duka	Noun		base
dukungan	dukung	Verb	Number=Singular;Gender=Neuter	unimorph
dulu	dulu	Noun		base
duluan	dulu	Noun		clitic
dulunya	dulu	Noun		clitic
dunia	dunia	Noun		base
duniawi	duniawi	Adjective		base
dupa	dupa	Noun		base
duri	dur	Proper noun		clitic
dusta	dusta	Verb		base
efektif	efektif	Adjective		base
efesus	efesus	Proper noun		base
efraim	efraim	Proper noun		base
efrat	efrat	Proper noun		base
egois	egois	Adjective		base
ejekan	ejek	Verb	Number=Singular;Gender=Neuter	unimorph
ekor	ekor	Noun		base
ekornya	ekor	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
ekorpun	ekor	Noun		clitic
ekspresi	ekspres	Adjective		clitic
eksternal	eksternal	Adjective		base
ekstra	ekstra	Noun		base
ekstremis	ekstremis	Noun		base
elang	elang	Noun		base
elemen	elemen	Noun		base
elia	elia	Proper noun		alignment
elisa	elisa	Proper noun		alignment
elisabet	elisa	Proper noun		alignment
emas	emas	Noun		base
ember	ember	Adjective		base
empat	empat	Numeral		base
empedu	empedu	Noun		base
enak	enak	Adjective		base
enam	enam	Numeral		base
eneas	eneas	Proper noun		alignment
enggan	enggan	Adjective		base
engkau	engkau	Pronoun		base
engkaulah	engkau	Pronoun		clitic
entah	entah	Verb		base
epafras	epafras	Proper noun		alignment
epafroditus	epafras	Proper noun		alignment
er	er	Noun		base
erangan	erang	Noun	Number=Singular;Gender=Neuter	unimorph
erat	erat	Adjective		base
eratus	eratus	Proper noun		alignment
es	es	Noun		base
esau	esau	Proper noun		alignment
esok	esok	Noun		base
fajar	fajar	Noun		base
fakta	fakta	Noun		base
faktanya	fakta	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
fana	fana	Adjective		base
fanatik	fanatik	Adjective		base
farisi	farisi	Noun		base
fasik	fasik	Noun		base
favorit	favorit	Adjective		base
feliks	feliks	Proper noun		alignment
feniks	feniks	Noun		base
fenisia	fenisia	Proper noun		base
festival	festival	Proper noun		base
festus	festus	Proper noun		alignment
filadelfia	filadelfia	Proper noun		alignment
filemon	filemon	Proper noun		base
filipi	filip	Proper noun		clitic
filipus	filipus	Proper noun		base
filosofi	filosof	Noun		clitic
filsafat	filsafat	Noun		base
finansial	finansial	Adjective		base
firaun	firaun	Noun		base
firdaus	firdaus	Verb		base
firman	firman	Proper noun		base
fisik	fisik	Noun		base
fitnah	fitnah	Noun		base
fokus	fokus	Noun		base
fondasi	fondasi	Noun		base
forum	forum	Noun		base
frigia	frigia	Proper noun		alignment
fungsi	fungsi	Noun		base
gabriel	gabriel	Proper noun		base
gading	gading	Noun		base
gadis	gadis	Noun		base
gagak	gagak	Noun		base
gagal	gagal	Verb		base
gaharu	gaharu	Noun		base
gairah	gairah	Noun		base
gaji	gaji	Noun		base
gajimu	gaji	Noun		clitic
gajinya	gaji	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
galatia	galatia	Proper noun		base
galilea	galilea	Proper noun		base
galio	galio	Proper noun		alignment
gamaliel	gamaliel	Proper noun		alignment
gambar	gambar	Noun		base
gambaran	gambar	Noun	Number=Singular;Gender=Neuter	unimorph
gambarnya	gambar	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
gampang	gampang	Adjective		base
ganas	ganas	Noun		base
gandakan	ganda	Noun		unimorph
gandum	gandum	Noun		base
gandumnya	gandum	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
ganggu	ganggu	Verb		base
gangguan	ganggu	Verb	Number=Singular;Gender=Neuter	unimorph
gangren	gangren	Noun		base
ganjaran	ganjar	Verb	Number=Singular;Gender=Neuter	unimorph
ganti	ganti	Verb		base
gantilah	ganti	Verb		clitic
garam	garam	Noun		base
garis	garis	Noun		base
gaya	gaya	Noun		base
gayus	gayus	Proper noun		alignment
gaza	gaza	Proper noun		base
gedung	gedung	Noun		base
gehena	gehena	Proper noun		alignment
gehenna	gehena	Proper noun		alignment
gelap	gelap	Adjective		base
gelapnya	gelap	Adjective	Number=Singular;Definiteness=Definite	unimorph
gelar	gelar	Noun		base
gelarnya	gelar	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
gelas	gelas	Noun		base
gelisah	gelisah	Noun		base
gelombang	gelombang	Noun		base
gembala	gembala	Noun		base
gembira	gembira	Adjective		base
gemetar	gemetar	Proper noun		alignment
gempa	gempa	Noun		base
gemuk	gemuk	Adjective		base
gemukan	gemuk	Adjective		clitic
gemuruh	gemuruh	Verb		base
generasi	generasi	Noun		base
genesaret	genesaret	Proper noun		alignment
gerakan	gerak	Noun	Number=Singular;Gender=Neuter	unimorph
gerakannya	gerak	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
gerasa	gerasa	Proper noun		alignment
gerasi	gerasa	Proper noun		alignment
gerbang	gerbang	Noun		base
gerbangnya	gerbang	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
gereja	gereja	Noun		base
gergaji	gergaji	Noun		base
getsemani	getsemani	Proper noun		alignment
giat	giat	Verb		base
gigi	gigi	Noun		base
giginya	gigi	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
gigitannya	gigit	Verb	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
gila	gila	Noun		base
gilirannya	gilir	Verb	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
goa	goa	Unknown		base
godaan	goda	Verb	Number=Singular;Gender=Neuter	unimorph
godaannya	goda	Verb		clitic
golgota	golgota	Proper noun		alignment
golongan	golong	Verb	Number=Singular;Gender=Neuter	unimorph
gomora	gomora	Proper noun		alignment
gong	gong	Proper noun		base
gorden	gorden	Noun		base
gosip	gosip	Verb		base
goyah	goyah	Verb		base
gua	gua	Noun		base
gubernur	gubernur	Noun		base
gudang	gudang	Noun		base
gugatan	gugat	Verb	Number=Singular;Gender=Neuter	unimorph
gugur	gugur	Verb		base
gulungan	gulung	Verb	Number=Singular;Gender=Neuter	unimorph
gumpalan	gumpal	Noun	Number=Singular;Gender=Neuter	unimorph
gunakan	guna	Adposition		unimorph
gunakanlah	gunakan	Verb		clitic
gunanya	guna	Adposition	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
gundah	gundah	Adjective		base
gundul	gundul	Verb		base
guntur	guntur	Noun		base
gunung	gunung	Proper noun		base
guru	guru	Noun		base
guruh	guruh	Proper noun		base
gurumu	guru	Noun	Number=Singular;Gender=Neuter	unimorph
gurun	gurun	Noun		base
gurunya	guru	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
habel	habel	Proper noun		base
habis	habis	Verb		base
hadapan	hadap	Verb	Number=Singular;Gender=Neuter	unimorph
hadapanku	hadap	Verb	Number=Singular;Gender=Neuter;Person=First	unimorph
hadapannya	hadap	Verb	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
hadapi	hadap	Verb		clitic
hades	hades	Proper noun		alignment
hadiah	hadiah	Noun		base
hadiahmu	hadiah	Noun		clitic
hadiahnya	hadiah	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
hadir	hadir	Verb		base
hadirat	hadirat	Noun		base
hagar	hagar	Proper noun		alignment
hai	hai	Interjection		base
hak	hak	Noun		base
hakim	hakim	Noun		base
hakimi	hakim	Noun		clitic
hakimnya	hakim	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
hakku	hak	Noun		clitic
haknya	hak	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
hal	hal	Noun		base
halal	halal	Adjective		base
halaman	halaman	Noun		base
halangi	halang	Verb		clitic
halnya	hal	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
halus	halus	Adjective		base
hamba	hamba	Noun		base
hambanya	hamba	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
hamil	hamil	Adjective		base
hampir	hampir	Adverb		base
hana	hana	Proper noun		base
hanas	hanas	Proper noun		alignment
hancur	hancur	Verb		base
hancurkan	hancur	Verb		unimorph
hancurkanlah	hancurkan	Verb		clitic
handuk	handuk	Noun		base
hangat	hangat	Adjective		base
hangus	hangus	Verb		base
hanguskan	hangus	Verb		unimorph
hantaman	hantam	Verb	Number=Singular;Gender=Neuter	unimorph
hantu	hantu	Noun		base
hanya	hanya	Adverb		base
hanyalah	hanya	Adverb		clitic
hanyut	hanyut	Verb		base
haram	haram	Proper noun		base
haran	har	Proper noun		clitic
harap	harap	Verb		base
harapan	harap	Verb	Number=Singular;Gender=Neuter	unimorph
harapannya	harap	Verb	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
harapkan	harap	Verb		unimorph
harga	harga	Noun		base
hargai	harga	Noun		clitic
hargailah	hargai	Verb		clitic
harganya	harga	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
hari	har	Proper noun		clitic
harinya	hari	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
harta	harta	Noun		base
hartaku	harta	Noun	Number=Singular;Gender=Neuter	unimorph
hartanya	harta	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
harum	harum	Noun		base
harun	harun	Proper noun		base
harus	harus	Auxiliary verb		base
haruskah	harus	Auxiliary verb		clitic
haruslah	harus	Auxiliary verb		clitic
hasil	hasil	Noun		base
hasilkan	hasil	Noun		unimorph
hasilnya	hasil	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
hasrat	hasrat	Verb		base
hasta	hasta	Noun		base
hati	hati	Noun		base
hatiku	hati	Noun	Number=Singular;Gender=Neuter	unimorph
hatilah	hati	Noun		clitic
hatimu	hati	Noun	Number=Singular;Gender=Neuter	unimorph
hatinya	hati	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
haus	haus	Verb		base
hawa	hawa	Noun		base
hebat	hebat	Adjective		base
hebatnya	hebat	Adjective	Number=Singular;Definiteness=Definite	unimorph
hei	hei	Proper noun		base
helai	hela	Verb		unimorph
helm	helm	Noun		base
hendak	hendak	Adverb		base
hendaklah	hendak	Adverb		clitic
hendaknya	hendak	Adverb		clitic
henok	henok	Proper noun		alignment
henokh	henok	Proper noun		alignment
hentikan	henti	Verb		unimorph
heran	her	Proper noun		clitic
herodes	herodes	Proper noun		base
herodias	herodias	Proper noun		base
hewan	hewan	Noun		base
hiasan	hias	Verb	Number=Singular;Gender=Neuter	unimorph
hidup	hidup	Verb		base
hidupkan	hidup	Verb		unimorph
hidupku	hidup	Verb	Number=Singular;Gender=Neuter	unimorph
hiduplah	hidup	Verb		clitic
hidupmu	hidup	Verb	Person=Second	unimorph
hidupnya	hidup	Verb	Definiteness=Definite	unimorph
hijau	hijau	Adjective		base
hikmat	hikmat	Verb		base
hilang	hilang	Verb		base
hilangkan	hilang	Verb		unimorph
himeneus	himeneus	Proper noun		alignment
hina	hina	Verb		base
hinaan	hina	Verb	Number=Singular;Gender=Neuter	unimorph
hindari	hindar	Verb		clitic
hingga	hingga	Adposition		base
hinggap	hinggap	Verb		base
hiraukan	hirau	Verb		unimorph
hisop	hisop	Noun		base
hitam	hitam	Adjective		base
hitung	hitung	Verb		base
hitunglah	hitung	Verb		clitic
homoseksual	homoseksual	Adjective		base
hormat	hormat	Adjective		base
hormati	hormat	Adjective		clitic
hormatlah	hormat	Adjective		clitic
hosana	hosana	Proper noun		alignment
hosea	hosea	Proper noun		base
hubungan	hubung	Verb	Number=Singular;Gender=Neuter	unimorph
hubungannya	hubung	Verb	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
hujan	hujan	Noun		base
hujat	hujat	Verb		base
hujatan	hujat	Verb	Number=Singular;Gender=Neuter	unimorph
hukum	hukum	Noun		base
hukuman	hukum	Noun	Number=Singular;Gender=Neuter	unimorph
hukummu	hukum	Noun		clitic
huruf	huruf	Noun		base
hutan	hut	Proper noun		clitic
hutang	hutang	Noun		base
hutangku	hutang	Noun		clitic
hutangmu	hutang	Noun		clitic
hutangnya	hutang	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
ia	ia	Pronoun		base
ibadah	ibadah	Noun		base
ibadat	ibadat	Proper noun		base
iblis	iblis	Noun		base
ibrani	ibrani	Proper noun		base
ibu	ibu	Noun		base
ibuku	ibu	Noun	Number=Singular;Gender=Neuter	unimorph
ibumu	ibu	Noun	Number=Singular;Gender=Neuter	unimorph
ibunya	ibu	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
ide	ide	Noun		base
ideal	ideal	Adjective		base
idenya	ide	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
ijin	ijin	Noun		base
ijinkan	ijin	Noun		clitic
ijinkanlah	ijinkanlah	Proper noun		alignment
ikan	ikan	Noun		base
ikat	ikat	Noun		base
ikatan	ikat	Noun	Number=Singular;Gender=Neuter	unimorph
ikatannya	ikat	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
ikatlah	ikat	Noun		clitic
ikonium	ikonium	Proper noun		alignment
ikut	ikut	Verb		base
ikuti	ikut	Verb		clitic
ikutilah	ikutilah	Proper noun		alignment
ikutlah	ikut	Verb		clitic
ilahi	ilah	Noun		clitic
ilham	ilham	Noun		base
ilmu	ilmu	Noun		base
ilustrasi	ilustrasi	Noun		base
imam	imam	Noun		base
imamat	imamat	Proper noun		base
imamnya	imam	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
iman	iman	Noun		base
imanmu	iman	Noun	Number=Singular;Gender=Neuter	unimorph
imannya	iman	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
imanuel	imanuel	Proper noun		base
imbalan	imbal	Adjective		clitic
impuls	impuls	Noun		base
indah	indah	Adjective		base
induk	induk	Noun		base
informasi	informasi	Noun		base
ingat	ingat	Verb		base
ingatkan	ingat	Verb		unimorph
ingatlah	ingat	Verb		clitic
ingin	ingin	Verb		base
ingini	ingin	Verb		clitic
inginkan	ingin	Verb		unimorph
inginnya	ingin	Verb		clitic
ini	ini	Determiner		base
inilah	ini	Determiner		clitic
inipun	ini	Determiner		clitic
injil	injil	Noun		base
instruksi	instruksi	Noun		base
instruktur	instruktur	Noun		base
integritas	integritas	Noun		base
inti	inti	Noun		base
iri	iri	Adjective		base
isai	isa	Proper noun		clitic
isak	isak	Noun		base
ishak	ishak	Proper noun		base
isi	isi	Noun		base
isilah	isi	Noun		clitic
isinya	isi	Noun	Definiteness=Definite	unimorph
iskariot	iskariot	Proper noun		alignment
israel	israel	Proper noun		base
istana	istana	Noun		base
istananya	istana	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
istiadat	istiadat	Noun		base
istilah	istilah	Noun		base
istimewa	istimewa	Adjective		base
istirahat	istirahat	Verb		base
istri	istri	Noun		base
istriku	istri	Noun	Number=Singular;Gender=Neuter	unimorph
istrimu	istri	Noun	Number=Singular;Gender=Neuter	unimorph
istrinya	istri	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
isyarat	isyarat	Noun		base
italia	italia	Proper noun		base
itu	itu	Determiner		base
itulah	itu	Determiner		clitic
itupun	itu	Determiner		clitic
iu	iu	Proper noun		base
iya	iya	Interjection		base
izin	izin	Noun		base
izinkan	izin	Noun		unimorph
izinkanlah	izinkan	Verb		clitic
izinmu	izin	Noun		clitic
jadi	jadi	Verb		base
jadikan	jadi	Verb		unimorph
jadilah	jadi	Verb		clitic
jadinya	jadi	Verb		clitic
jaga	jaga	Verb		base
jagalah	jaga	Verb		clitic
jago	jago	Noun		base
jahat	jahat	Adjective		base
jahatmu	jahat	Adjective		clitic
jahatnya	jahat	Adjective	Number=Singular;Definiteness=Definite	unimorph
jahit	jahit	Verb		base
jala	jala	Verb		base
jalan	jalan	Noun		base
jalani	jalan	Noun		clitic
jalannya	jalan	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
jalanya	jala	Verb	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
jam	jam	Noun		base
jamak	jamak	Adjective		base
jaman	jam	Noun	Number=Singular;Gender=Neuter	unimorph
jaminan	jamin	Verb	Number=Singular;Gender=Neuter	unimorph
jamuan	jamu	Noun	Number=Singular;Gender=Neuter	unimorph
janda	janda	Noun		base
jandanya	janda	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
jangan	jang	Proper noun		clitic
janganlah	jangan	Particle		clitic
jangkar	jangkar	Noun		base
janglah	jang	Proper noun		clitic
janji	janji	Noun		base
janjikan	janji	Noun		unimorph
janjinya	janji	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
jantan	jantan	Adjective		base
jantungmu	jantung	Noun		clitic
jarak	jarak	Noun		base
jaraknya	jarak	Noun	Number=Singular;Definiteness=Definite	unimorph
jari	jari	Noun		base
jarimu	jari	Noun		clitic
jaring	jaring	Noun		base
jaringan	jaring	Noun	Number=Singular;Gender=Neuter	unimorph
jarinya	jari	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
jarum	jarum	Noun		base
jasmani	jasmani	Noun		base
jasmaninya	jasmani	Noun		clitic
jasper	jasper	Proper noun		base
jati	jati	Proper noun		base
jatuh	jatuh	Verb		base
jatuhlah	jatuh	Verb		clitic
jauh	jauh	Adjective		base
jauhi	jauh	Adjective		clitic
jauhkan	jauh	Adjective		unimorph
jauhnya	jauh	Adjective	Number=Singular;Definiteness=Definite	unimorph
jawab	jawab	Verb		base
jawaban	jawab	Verb	Number=Singular;Gender=Neuter	unimorph
jawabannya	jawab	Verb	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
jawabanpun	jawaban	Noun		clitic
jawabku	jawab	Verb	Person=First	unimorph
jawabnya	jawab	Verb	Definiteness=Definite	unimorph
jebakan	jebak	Verb	Number=Singular;Gender=Neuter	unimorph
jelai	jelai	Unknown		base
jelas	jelas	Adjective		base
jelaskan	jelas	Adjective		unimorph
jelaslah	jelas	Adjective		clitic
jemaat	jemaat	Noun		base
jemaatnya	jemaat	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
jemputlah	jemput	Verb		clitic
jenazah	jenazah	Noun		base
jenazahnya	jenazah	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
jendela	jendela	Noun		base
jengkel	jengkel	Adjective		base
jenis	jenis	Noun		base
jerami	jerami	Noun		base
jerat	jerat	Verb		base
jernih	jernih	Adjective		base
jika	jika	Subordinating connective		base
jintan	jintan	Noun		base
jiwa	jiwa	Noun		base
jiwamu	jiwa	Noun	Number=Singular;Gender=Neuter	unimorph
john	john	Proper noun		base
jua	jua	Noun		base
jual	jual	Verb		base
jualah	jua	Noun		clitic
juallah	jual	Verb		clitic
jubah	jubah	Noun		base
jubahmu	jubah	Noun		clitic
jubahnya	jubah	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
juga	juga	Adverb		base
jujur	jujur	Adjective		base
jumat	jumat	Proper noun		base
jumlah	jumlah	Noun		base
jumlahnya	jumlah	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
jumpai	jumpa	Verb		clitic
jurang	jurang	Noun		base
juruselamat	juruselamat	Proper noun		alignment
justru	justru	Adverb		base
juta	juta	Numeral		base
jutaan	juta	Numeral		clitic
kabar	kabar	Noun		base
kabur	kabur	Verb		base
kabut	kabut	Noun		base
kaca	kaca	Noun		base
kacau	kacau	Adjective		base
kafan	kaf	Noun		clitic
kafir	kafir	Noun		base
kaget	kaget	Verb		base
kagum	kagum	Adjective		base
kagumnya	kagum	Adjective	Number=Singular;Definiteness=Definite	unimorph
kah	kah	Particle		base
kail	kail	Noun		base
kain	kain	Noun		base
kaisar	kaisar	Noun		base
kaisarea	kaisarea	Proper noun		alignment
kakak	kakak	Noun		base
kakaknya	kakak	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
kaki	kak	Proper noun		clitic
kakiku	kaki	Noun	Number=Singular;Gender=Neuter	unimorph
kakimu	kaki	Noun	Number=Singular;Gender=Neuter	unimorph
kakinya	kaki	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
kaku	kaku	Adjective		base
kala	kala	Noun		base
kalah	kalah	Verb		base
kalahkanlah	kalahkan	Verb		clitic
kalajengking	kalajengking	Noun		base
kalau	kalau	Subordinating connective		base
kali	kali	Noun		base
kalian	kali	Noun		clitic
kalianlah	kalian	Pronoun		clitic
kalianpun	kalian	Pronoun		clitic
kalikah	kali	Noun		clitic
kalimat	kalimat	Noun		base
kalinya	kali	Noun	Definiteness=Definite	unimorph
kam	kam	Proper noun		base
kamar	kamar	Noun		base
kambing	kambing	Noun		base
kami	kam	Proper noun		clitic
kampung	kampung	Noun		base
kampungmu	kampung	Noun		clitic
kamu	kamu	Pronoun		base
kamulah	kamu	Pronoun		clitic
kamupun	kamu	Pronoun		clitic
kan	kan	Particle		base
kana	kana	Noun		base
kanaan	kana	Noun		clitic
kanan	kan	Particle		clitic
kananku	kanan	Noun		clitic
kananmu	kanan	Noun	Number=Singular	unimorph
kanannya	kanan	Noun	Number=Singular;Definiteness=Definite	unimorph
kandang	kandang	Noun		base
kandas	kandas	Verb		base
kandil	kandil	Noun		base
kandung	kandung	Verb		base
kandungan	kandung	Verb	Number=Singular;Gender=Neuter	unimorph
kandunganmu	kandungan	Noun		clitic
kandungannya	kandung	Verb	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
kantong	kantong	Noun		base
kapadokia	kapadokia	Proper noun		alignment
kapak	kapak	Noun		base
kapal	kapal	Noun		base
kapalan	kapal	Noun	Number=Singular;Gender=Neuter	unimorph
kapalnya	kapal	Noun	Number=Singular;Gender=Neuter;Definiteness=Definite	unimorph
kapan	kap	Noun		clitic
kapankah	kapan	Adverb		clitic
kapankan	kapan	Adverb		clitic
kapernaum	kapernaum	Proper noun		alignment
kapten	kapten	Noun		base
karakter	karakter	Noun		base
karaktermu	karakter	Noun		clitic
