target	source	prob	count
főpapi	relatives	1.0	1
főpapja	through	1.0	1
főpapjára	confession	1.0	1
főpapját	high	1.0	1
főpapnak	priest	0.5455	6
főpapok	priests	0.5075	34
főpapokat	chief	0.5	1
főpapokhoz	chief	0.5	5
főpapokkal	chief	0.5	1
főpapokká	weakness	1.0	1
főpapoknak	chief	0.5	6
főpapoktól	chief	0.5	7
főpapot	chief	0.2	1
főpapsága	word	1.0	1
főpapunk	high	0.4286	3
főpásztor	chief	0.5	1
főtanácsot	council	1.0	1
főtörvényszékre	council	1.0	1
fővámszedő	tax	1.0	1
fű	grass	1.0	6
fűre	grass	1.0	1
fűszerezett	salt	1.0	1
gabbatának	gabbatha	1.0	1
gabona	fruit	0.5	1
gabonamag	falls	1.0	1
gabonáját	will	1.0	1
gabonámat	grain	1.0	1
gabonát	wheat	1.0	3
gadara	surrounding	1.0	1
gadaraiak	country	1.0	3
galamb	dove	1.0	1
galambfiókát	pigeons	0.5	1
galambok	doves	1.0	2
galambot	dove	1.0	3
galambárusok	seats	1.0	2
galambárusoknak	doves	0.5	1
galaták	galatians	1.0	1
galilea	galilee	1.0	5
galileabeli	galilee	1.0	1
galileabeliek	galileans	1.0	1
galileai	galilee	0.5625	9
galileaiak	sinners	1.0	1
galileaiakról	galileans	1.0	1
galileainál	galileans	1.0	1
galileába	galilee	0.5333	16
galileában	galilee	1.0	6
galileából	galilee	0.8	12
galileán	from	1.0	1
galileának	galilee	1.0	3
galileát	galilee	1.0	2
galileától	galilee	1.0	2
galileával	galilee	1.0	1
gallió	gallio	1.0	3
gallyakat	branches	1.0	1
galácia	galatia	1.0	4
galáciába	galatia	1.0	1
galáciában	galatia	1.0	1
gamáliel	gamaliel	1.0	1
gamáliél	gamaliel	0.5	1
gazda	master	0.75	3
gazdag	rich	0.9091	20
gazdagnak	enter	0.5	2
gazdagodni	fall	0.5	1
gazdagodtak	rich	1.0	2
gazdagok	rich	0.8889	8
gazdagokat	good	1.0	1
gazdagokkal	rich	1.0	1
gazdagon	richly	1.0	1
gazdagság	riches	0.5	1
gazdagsága	riches	0.875	7
gazdagságban	riches	0.6667	2
gazdagsággá	abounded	1.0	1
gazdagságnak	riches	1.0	2
gazdagságotok	your	1.0	1
gazdagságuk	riches	1.0	1
gazdagságának	riches	1.0	1
gazdagságára	assurance	0.5	1
gazdagságát	riches	0.6667	4
gazdagságáért	riches	1.0	1
gazdagítson	abound	0.5	1
gazdagítók	rich	1.0	1
gazdához	householder	0.5	1
gazdái	owners	1.0	1
gazdája	hour	1.0	1
gazdájának	master	0.5	1
gazdának	host	1.0	1
gecsemáné	gethsemane	1.0	1
gecsemánénak	gethsemane	1.0	1
gedeonról	told	1.0	1
genezáret	gennesaret	1.0	2
gerenda	beam	1.0	1
gerendát	beam	1.0	5
gerjed	provoked	1.0	1
gerjedjen	lusts	1.0	1
gerjedt	indignation	0.5	1
gerjedtek	doing	0.5	1
gerlicét	turtledoves	1.0	1
golgota	golgotha	1.0	1
golgotának	golgotha	1.0	2
gomora	gomorrah	1.0	3
gomorához	would	1.0	1
gomorának	gomorrah	1.0	1
gond	free	1.0	1
gondja	cares	0.5	4
gondjaitól	drunkenness	1.0	1
gondját	took	1.0	1
gondod	attention	0.5	2
gondok	age	1.0	1
gondolat	argument	1.0	1
gondolata	hearts	0.3333	1
gondolatai	reasoning	1.0	1
gondolataiban	have	1.0	1
gondolataik	excusing	1.0	1
gondolataikat	thoughts	1.0	4
gondolatait	mind	0.6667	2
gondolataitokat	minds	0.5	1
gondolatok	thoughts	1.0	2
gondolatokat	intentions	0.5	1
gondolatoknak	mind	1.0	1
gondolatot	captivity	1.0	1
gondolattal	mind	1.0	1
gondolatát	forgiven	0.3333	1
gondolj	clearly	0.6667	2
gondolja	consider	0.3333	2
gondoljatok	for	1.0	2
gondoljon	think	1.0	1
gondolják	think	1.0	1
gondoljátok	think	0.6154	8
gondolkodjak	behalf	1.0	1
gondolkodjatok	say	0.6667	2
gondolkodjunk	way	1.0	1
gondolkodjék	reasonably	1.0	1
gondolkodtam	felt	1.0	1
gondolkodásban	babies	1.0	1
gondolkodásotokat	sincere	1.0	1
gondolkodástokban	thoughts	1.0	1
gondolkodásuknak	reprobate	1.0	1
gondolkodását	light	1.0	1
gondolkodású	judges	0.5	1
gondolkozott	concluding	1.0	1
gondolkoztak	john	1.0	1
gondolnak	flesh	1.0	1
gondolnunk	think	1.0	1
gondolod	think	0.6667	2
gondolok	memory	0.5	1
gondolom	i	0.4	4
gondolsz	think	0.6	3
gondolt	prepared	0.5	1
gondolta	supposed	0.5	1
gondoltad	thought	1.0	1
gondoltak	country	0.5	1
gondoltatok	thought	1.0	1
gondoltok	do	0.4118	7
gondoltuk	seemed	1.0	1
gondolták	supposing	0.6	3
gondolva	me	0.5	1
gondosan	diligently	0.2	1
gondoskodhattok	thought	1.0	1
gondoskodjanak	care	0.5	1
gondoskodjál	diligent	1.0	1
gondoskodott	thing	0.5	1
gondoskodásod	places	1.0	1
gondot	care	0.2857	2
gondotok	of	1.0	1
gondotokat	casting	0.3333	1
gondozzátok	provision	1.0	1
gondunk	honorable	1.0	1
gondviselőjéhez	souls	1.0	1
gondviselőjévé	over	1.0	1
gondviselők	stewards	1.0	1
gondviselővé	set	1.0	3
gonosszal	evil	1.0	2
gonosz	evil	0.7419	46
gonoszabb	worse	1.0	3
gonoszabbakat	than	1.0	2
gonoszak	evil	1.0	3
gonoszakat	bad	0.5	1
gonoszat	evil	1.0	1
gonosznak	evil	0.6667	2
gonoszok	evil	0.5	2
gonoszokat	evil	0.4	2
gonoszokhoz	evil	1.0	1
gonoszokra	evil	1.0	1
gonoszokért	ungodly	0.5	1
gonoszság	cloak	0.1429	1
gonoszságairól	iniquities	0.5	1
gonoszságban	malice	0.5	2
gonoszsággal	malice	0.2857	2
gonoszsághoz	iniquity	1.0	1
gonoszságnak	wickedness	1.0	2
gonoszságodból	wickedness	1.0	1
gonoszságok	deceit	0.5	1
gonoszságot	wickedness	0.3333	2
gonoszságról	evil	1.0	1
gonoszságtól	unrighteousness	1.0	1
gonoszságuk	wages	1.0	1
gonoszságukról	deeds	0.5	1
gonoszságát	ungodliness	1.0	1
gonoszt	evil	0.8	12
gonosztevő	criminal	0.25	1
gonosztevők	iniquity	0.6667	2
gonosztevőket	criminals	0.5	1
gonosztevőt	criminals	0.5	1
gonosztól	evil	1.0	8
gonoszul	evil	0.6	3
gonoszért	evil	0.6667	2
gutaütött	paralyzed	0.4286	3
gutaütötteket	paralytics	1.0	1
gutaütötten	paralyzed	1.0	1
gutaütöttet	paralytic	1.0	1
gutaütöttnek	paralytic	1.0	5
gyakori	often	0.4	2
gyakorlom	practice	1.0	1
gyakorlott	senses	0.5	1
gyakorlásának	bodily	1.0	1
gyakorold	exercise	1.0	1
gyakoroljátok	do	0.5	1
gyakorolta	first	0.5	1
gyakrabban	he	1.0	1
gyakran	often	0.8182	9
gyalog	heard	1.0	1
gyalázatba	public	1.0	1
gyalázatban	dishonor	0.5	1
gyalázatot	egypt	0.5	1
gyalázattal	cross	0.2	1
gyalázatukban	glory	1.0	1
gyalázatát	reproach	1.0	1
gyalázkodásra	insulting	1.0	1
gyalázkodását	blasphemy	1.0	1
gyaláznak	defamed	0.5	1
gyaláztok	dishonor	1.0	1
gyalázzák	blasphemed	0.5	1
gyalázásai	reproached	1.0	1
gyalázásokkal	exposed	0.5	1
gyalázóidnak	reproaches	1.0	1
gyanúsítás	evil	1.0	1
gyapjú	snow	1.0	1
gyapjúval	wool	1.0	1
gyarapodjatok	building	1.0	1
gyarapodnak	abound	1.0	1
gyarapodott	increased	1.0	2
gyarapodásotokra	joy	0.5	1
gyarapszik	toward	1.0	1
gyarapította	added	1.0	1
gyarló	appoints	0.3333	1
gyarlóság	defect	1.0	1
gyarlóságainkon	infirmities	1.0	1
gyarlósággal	weakness	1.0	1
gyarmatvárosa	roman	1.0	1
gyehenna	gehenna	1.0	5
gyehennában	gehenna	1.0	1
gyehennára	gehenna	0.6667	6
gyengeségemmel	weaknesses	0.5	1
gyengélkedésedre	frequent	1.0	1
gyepűvel	dug	1.0	2
gyere	come	1.0	5
gyerekeit	children	1.0	1
gyerekes	ignorant	1.0	1
gyermek	child	0.6842	13
gyermekből	child	1.0	1
gyermeke	child	0.6667	2
gyermekei	children	1.0	17
gyermekeid	some	1.0	1
gyermekeidet	gather	1.0	1
gyermekeiket	children	1.0	2
gyermekeim	children	0.5789	11
gyermekeimet	children	1.0	1
gyermekeimhez	my	1.0	1
gyermekeinek	children	1.0	3
gyermekeit	children	1.0	9
gyermekeitek	children	1.0	1
gyermekeiteket	children	0.75	3
gyermekeiteknek	children	1.0	2
gyermekek	children	0.7619	16
gyermekeken	children	0.5	2
gyermekeket	children	0.8333	5
gyermekekhez	children	1.0	3
gyermekeknek	children	1.0	2
gyermekem	child	1.0	1
gyermekestől	way	1.0	1
gyermeket	child	0.4737	9
gyermekhez	away	1.0	1
gyermeknek	child	1.0	2
gyermekről	spoken	1.0	1
gyermeksége	childhood	0.5	1
gyermekségedtől	infancy	1.0	1
gyermektelenül	childless	1.0	2
gyermekének	servant	1.0	1
gyermekét	child	0.75	3
gyermekük	child	1.0	1
gyertek	come	1.0	9
gyertyabelet	flax	1.0	1
gyertyatartó	lamp	0.5556	5
gyertyatartóba	stand	1.0	4
gyertyatartódat	lamp	0.5	1
gyertyatartót	lamp	0.5	2
gyertyát	lamp	1.0	3
gyilkolta	kill	1.0	1
gyilkoltatunk	killed	1.0	1
gyilkos	murderer	0.75	3
gyilkosaivá	murderers	1.0	1
gyilkosok	murderers	1.0	1
gyilkosokat	destroyed	1.0	1
gyilkosoknak	abominable	1.0	1
gyilkosságaikból	murders	0.3333	1
gyilkosságok	murders	1.0	3
gyilkosságot	committed	1.0	1
gyilkosságért	thrown	1.0	2
gyolcsba	linen	0.5294	9
gyolcsing	linen	0.5	1
gyolcsot	linen	1.0	2
gyomor	belly	1.0	1
gyomorba	belly	1.0	1
gyomorért	belly	1.0	1
gyomrodat	stomach	1.0	1
gyomrodra	sake	1.0	1
gyomrom	stomach	1.0	1
gyomrába	stomach	1.0	1
gyomrában	fish	0.5	1
gyomrát	belly	1.0	1
gyors	swift	0.75	3
gyorsan	quickly	0.75	3
gyámok	guardians	1.0	1
gyásszal	mourning	1.0	1
gyász	mourning	1.0	2
gyászoljatok	grieve	0.5	1
gyászolják	over	0.6667	2
gyászolták	mourned	0.5	1
gyászra	mourning	1.0	1
gyászruhába	prophesy	1.0	1
gyászruhában	long	1.0	1
gyászt	will	1.0	1
gyáváknak	cowardly	1.0	1
gyógyulj	cured	1.0	1
gyógyult	healed	1.0	1
gyógyultatok	wounds	1.0	1
gyógyulásra	needed	1.0	1
gyógyítani	heal	0.6667	2
gyógyítok	cures	0.5	1
gyógyított	healed	0.6	3
gyógyítottak	healing	1.0	1
gyógyítsa	heal	0.5	1
gyógyítsam	heal	1.0	3
gyógyítsanak	heal	1.0	2
gyógyítsatok	cleanse	1.0	1
gyógyítsd	heal	1.0	1
gyógyítson	heal	0.5	1
gyógyítsátok	heal	1.0	1
gyógyíttatni	days	1.0	1
gyógyítás	gifts	1.0	1
gyógyításnak	gifts	0.3333	1
gyógyításra	heal	0.5	1
gyógyítására	cure	0.5	1
gyógyító	eye	1.0	1
gyökere	root	1.0	7
gyökerestől	tree	0.5	1
gyökeret	root	1.0	2
gyökerezz	planted	1.0	1
gyökeréből	jesse	1.0	1
gyökerén	lies	1.0	1
gyökerének	richness	0.5	1
gyökerére	lies	1.0	1
gyökér	root	0.6667	2
gyöngy	pearl	0.5	1
gyöngyeitekből	throw	1.0	1
gyöngyökkel	pearls	1.0	3
gyöngédek	affectionate	0.5	1
gyönyörködik	pleased	0.3333	1
gyönyörködtek	rejoiced	0.5	1
gyönyörködöm	pleased	0.5	5
gyönyörködő	your	1.0	1
gyönyört	lovers	0.6667	2
gyönyörök	pleasures	1.0	1
gyönyörűsége	pleasures	1.0	1
gyönyörűséges	easy	1.0	1
gyönyörűséggel	goodness	0.5	1
gyönyörűségnek	count	1.0	1
gyönyörűségét	time	1.0	1
gyötrelem	this	1.0	1
gyötrelemmel	punishment	1.0	1
gyötrelemre	punishment	1.0	1
gyötri	possessed	1.0	1
gyötrődjetek	lament	1.0	1
gyötrődni	troubled	0.5	2
gyötrődsz	anguish	1.0	1
gyötrődtek	scorched	1.0	1
gyötrődöm	anguish	1.0	1
gyötrődött	deeds	0.5	1
gyötrődőkről	those	1.0	1
gyötörj	torment	1.0	1
gyötörje	scorch	1.0	1
gyötörjön	torment	0.5	1
gyötörte	severely	0.5	1
gyötörtek	being	1.0	1
gyötörteket	they	1.0	1
gyújt	covers	0.5	1
gyújtanak	light	1.0	1
gyújtott	shone	1.0	1
gyülekezet	assembly	0.68	17
gyülekezetben	assembly	0.8462	11
gyülekezetből	assembly	0.5	2
gyülekezete	assemblies	1.0	1
gyülekezetei	greet	1.0	1
gyülekezeteiben	assemblies	1.0	1
gyülekezeteikben	councils	0.5	1
gyülekezeteinek	assemblies	1.0	5
gyülekezetek	assemblies	0.8889	8
gyülekezetekben	synagogues	0.5714	4
gyülekezetekből	synagogues	1.0	1
gyülekezeteken	entrusted	1.0	1
gyülekezeteket	assemblies	0.6667	2
gyülekezeteknek	assemblies	0.8571	6
gyülekezetenként	appointed	1.0	1
gyülekezetet	assembly	1.0	7
gyülekezetetekbe	synagogue	1.0	1
gyülekezethez	assemblies	1.0	1
gyülekezeti	city	1.0	1
gyülekezetnek	assembly	0.6667	6
gyülekezetre	assembly	0.5	1
gyülekezett	together	0.6667	2
gyülekezettel	assembly	1.0	2
gyülekezetében	read	1.0	1
gyülekezetének	assembly	1.0	2
gyülekezetét	assembly	0.6667	2
gyülekezetükbe	council	1.0	1
gyülekeztek	gathered	0.5	1
gyümölcs	let	1.0	1
gyümölcse	fruit	1.0	3
gyümölcseikről	fruits	1.0	2
gyümölcseit	figs	1.0	1
gyümölcstelen	unfruitful	0.6	3
gyümölcstelenek	unfruitful	1.0	2
gyümölcséből	fruit	0.4286	3
gyümölcséről	fruit	0.6667	2
gyümölcsét	fruit	0.875	7
gyümölcsöket	fruit	0.3333	1
gyümölcsökkel	fruits	1.0	1
gyümölcsöt	fruit	0.7174	33
gyümölcsötök	fruit	1.0	2
gyümölcsözteti	work	1.0	1
gyümölcsözzenek	fruit	1.0	1
győz	overcomes	1.0	6
győzd	good	1.0	1
győzedelmes	prevail	1.0	1
győzedelmesnek	overcomes	1.0	2
győzelem	victory	1.0	2
győzelmed	hades	0.5	1
győzelmesen	conquering	1.0	1
győzelmet	victory	1.0	1
győzi	persuaded	1.0	1
győztek	worked	1.0	1
győztem	overcame	1.0	1
győzzön	conquer	0.5	1
győzött	lion	0.5	1
győződve	persuaded	0.75	6
gyűjt	gather	0.5	2
gyűjtenek	before	1.0	1
gyűjteni	ought	1.0	1
gyűjtesz	fire	0.3333	1
gyűjti	into	1.0	1
gyűjtik	containers	1.0	1
gyűjtsenek	time	1.0	1
gyűjtsetek	lay	1.0	2
gyűjtés	collections	1.0	1
gyűjtök	gather	1.0	1
gyűjtöm	build	0.5	1
gyűjtöttetek	in	1.0	1
gyűljetek	be	0.3333	1
gyűlnek	vultures	1.0	2
gyűlt	gathered	0.5714	4
gyűltek	come	1.0	2
gyűlésből	council	1.0	1
gyűlést	council	1.0	1
gyűlöl	hates	1.0	5
gyűlöld	hate	1.0	1
gyűlöletesek	hated	0.6667	4
gyűlölhet	hate	1.0	1
gyűlöli	hates	0.6364	7
gyűlölködések	jealousies	0.5	1
gyűlölnek	hate	1.0	4
gyűlölt	hated	1.0	1
gyűlölte	hated	1.0	2
gyűlölted	hated	1.0	1
gyűlöltek	hated	1.0	2
gyűlöltem	hated	1.0	1
gyűlölték	hated	1.0	1
gyűlölöd	nicolaitans	1.0	1
gyűlölök	hate	0.6667	2
gyűlölők	hating	1.0	1
gyűrűt	ring	1.0	1
gábriel	gabriel	1.0	2
gád	gad	1.0	1
gájus	gaius	1.0	2
gájuszt	gaius	1.0	2
gátolt	interfered	1.0	1
gázába	gaza	1.0	1
göngyölte	cloth	1.0	1
göngyölték	it	1.0	1
görbítsd	backs	0.5	1
gördítsünk	hindrance	1.0	1
görnyedve	bent	1.0	1
görög	greek	0.8	8
görögnek	greek	1.0	2
görögországba	greece	1.0	1
görögök	greeks	0.875	7
görögökből	greeks	1.0	1
görögöket	greeks	1.0	4
görögöknek	greeks	0.6667	4
görögül	greek	0.75	3
göröngyös	rough	1.0	1
gúnyolódtak	mocked	1.0	1
gőzölgését	smoke	1.0	1
ha	if	0.8075	562
hab	carried	1.0	1
habjai	waves	1.0	1
hacsak	unless	0.7	7
hadait	armies	1.0	1
hadakozik	war	0.6667	2
hadakozzanak	war	1.0	1
hadakozzék	war	0.6667	2
hadd	let	0.6	3
hadsereg	surrounded	1.0	1
hagy	allow	1.0	1
hagyatik	left	1.0	1
hagyatunk	forsaken	1.0	1
hagyd	leave	0.8	4
hagyj	leave	1.0	1
hagyja	leave	0.6667	2
hagyjatok	leave	1.0	1
hagyjuk	alone	0.5	1
hagyjátok	leave	0.4286	3
hagylak	leave	1.0	2
hagynak	leave	1.0	1
hagyod	leave	1.0	1
hagyok	leave	1.0	1
hagyományaimért	fathers	1.0	1
hagyott	left	0.5455	6
hagyta	left	0.6	6
hagytak	children	1.0	2
hagytalak	left	1.0	1
hagytam	at	0.6667	2
hagyták	fall	0.3333	1
hagytál	forsaken	0.5	2
hagyva	forsaking	0.3333	1
hah	ha	1.0	1
haja	hair	1.0	3
hajadon	virgin	0.4	2
hajadonok	now	0.5	1
hajat	hair	1.0	1
hajatok	very	1.0	1
hajdan	past	0.6667	2
hajfonatokkal	braided	0.5	1
hajfonogatás	hair	0.5	1
hajlandók	earnest	0.5	1
hajlotok	news	1.0	1
hajlottak	talking	1.0	1
hajlékokba	tents	1.0	1
hajlékomba	roof	0.5	2
hajlékot	tents	0.6667	2
hajlékunk	house	1.0	1
hajlékunkat	habitation	1.0	1
hajlékává	in	1.0	1
hajnalcsillag	morning	0.5	2
hajolva	leaning	0.5	1
hajszál	hair	1.0	1
hajszála	hair	1.0	1
hajszálai	very	1.0	1
hajszálat	hair	1.0	1
hajt	leaves	0.4	2
hajtanak	budding	1.0	1
hajtogatva	heads	1.0	1
hajtott	fortune	0.5	1
hajtottak	bowed	1.0	1
hajtották	men	1.0	1
hajtva	down	0.5	1
hajtás	there	1.0	1
hajuk	hair	1.0	1
haját	her	0.6667	2
hajával	wiped	0.5	3
hajó	boat	0.4	4
hajóba	boat	0.5357	15
hajóban	boat	0.7778	7
hajóból	boat	1.0	5
hajóhoz	boat	1.0	1
hajói	rich	1.0	1
hajók	boats	0.5	2
hajókat	brought	0.5	1
hajókba	boats	1.0	1
hajókon	everyone	1.0	1
hajón	boat	0.8	4
hajónak	side	0.5	1
hajóra	entered	0.4286	3
hajósok	sailors	1.0	2
hajót	ship	0.5	6
hajóterhet	throw	1.0	1
hajótulajdonosnak	ship	1.0	1
hajótörést	shipwreck	1.0	2
hajóznak	sail	1.0	1
hajózni	sail	1.0	1
hajóztak	close	0.5	1
hajóztunk	slowly	1.0	1
hajózzanak	sea	1.0	1
hajózzunk	italy	1.0	1
hajózás	voyage	1.0	2
hajózást	finished	0.5	1
hajózásuk	sailed	1.0	1
hal	dies	0.3636	4
hala	fish	1.0	1
haladjanak	ways	1.0	1
haladni	beach	0.5	1
haladt	grain	1.0	1
haladtak	traveled	1.0	1
haladva	course	1.0	1
halakat	fish	1.0	1
halakból	fish	1.0	3
halakkal	fish	0.6667	2
halaknak	caught	1.0	1
halaké	animals	1.0	1
halandó	mortal	0.6	6
halat	fish	1.0	9
haldokló	dying	1.0	1
halfogás	catch	0.5	1
halhatatlan	immortal	1.0	1
halhatatlanság	dwelling	0.5	1
halhatatlanságba	become	1.0	1
halhatatlanságot	immortality	0.6667	2
halhatnak	more	1.0	1
haljon	die	0.6667	2
haljunk	die	1.0	1
hall	hears	1.0	2
hallanak	hear	0.8	4
hallani	hear	1.0	9
hallanotok	hear	1.0	1
hallatszik	all	0.4	2
hallatszott	came	0.6	3
hallatán	filled	1.0	1
hallatára	hearing	0.6	3
halleluja	hallelujah	1.0	4
hallgass	bear	0.25	1
hallgassa	hear	0.5	1
hallgassanak	quiet	0.5	2
hallgassatok	hear	0.6667	2
hallgasson	quiet	0.4	2
hallgassunk	listen	1.0	1
hallgassák	hear	1.0	3
hallgassátok	listen	1.0	6
hallgat	listens	0.5	5
hallgathatja	can	0.5	1
hallgatja	hears	0.4	4
hallgatják	hear	0.5	2
hallgatjátok	hear	1.0	3
hallgatnak	listen	0.5714	4
hallgatott	stayed	0.3333	2
hallgatta	heard	0.6	3
hallgattak	silent	0.8	4
hallgattatnak	speaking	1.0	1
hallgattatni	mouths	0.3333	1
hallgattok	hear	0.5	1
hallgatták	heard	0.625	5
hallgatva	heard	1.0	1
hallgatására	hear	1.0	1
hallgatásával	new	1.0	1
hallgatói	hearers	1.0	1
hallgatóidat	hear	1.0	1
hallgatója	hearer	1.0	2
hallgatók	subverting	1.0	1
hallgatóknak	hear	1.0	1
hallgatózzék	answer	1.0	1
hallhassa	hear	1.0	2
hallhatnának	hear	1.0	1
hallj	voice	1.0	1
hallja	let	0.4286	15
halljad	hear	1.0	1
halljam	hear	1.0	1
halljanak	hear	0.5714	4
halljatok	will	1.0	2
halljon	listen	1.0	1
halljuk	hear	1.0	3
hallják	hear	0.6667	6
halljátok	hear	0.6154	8
hallod	hear	1.0	3
hallok	hear	0.75	3
hallom	hear	0.5	2
hallotok	hear	1.0	10
hallott	heard	0.9091	10
hallotta	heard	0.7895	15
hallottad	heard	1.0	1
hallottak	heard	0.5556	5
hallottakat	her	1.0	1
hallottakra	attention	0.5	1
hallottam	heard	0.7436	29
hallottatok	heard	1.0	11
hallottuk	heard	1.0	11
hallottunk	heard	1.0	5
hallották	heard	0.6	33
hallottál	heard	1.0	3
hallottátok	heard	0.9333	14
hallva	heard	0.7143	10
hallván	hearing	0.7143	5
hallás	hearing	1.0	4
hallásból	comes	1.0	1
hallásra	hear	0.9	9
hallásából	faith	0.5	1
hallátok	heard	1.0	1
hallókká	hear	1.0	1
halmoknak	hills	1.0	1
halmot	hill	1.0	1
halna	die	1.0	1
halnak	from	1.0	1
halni	die	0.6667	2
halnia	die	1.0	1
halnom	die	1.0	1
halnál	fish	1.0	1
halok	dying	1.0	1
halott	dead	1.0	16
halottaiból	dead	1.0	4
halottaikat	dead	0.75	3
halottak	dead	1.0	30
halottakat	dead	0.8889	8
halottaknak	dead	1.0	2
halottakról	dead	1.0	1
halottakért	dead	1.0	2
halottam	heard	1.0	1
halottat	dead	1.0	1
halt	died	0.7	7
haltak	died	1.0	2
haltok	die	1.0	1
haluk	small	1.0	1
halunk	fish	0.5	3
halva	dead	1.0	3
halál	death	0.9697	32
halála	death	1.0	3
halálba	death	1.0	2
halálban	death	1.0	1
halálból	dead	0.5244	43
halálhoz	nearly	1.0	1
halálig	death	1.0	2
halállal	death	1.0	7
halálnak	death	1.0	4
halálom	death	0.5	1
halálommá	death	1.0	1
halálomra	found	1.0	1
halálon	death	1.0	1
halálos	death	0.3125	5
halálosan	wounded	1.0	1
halálosat	deadly	1.0	1
halálra	death	0.7333	22
halált	death	0.8667	13
haláltusájában	being	1.0	1
haláltól	death	0.6667	2
halálába	death	1.0	1
halálához	death	1.0	1
haláláig	cross	0.5	1
halálán	death	0.375	3
halálának	we	1.0	1
haláláról	departure	0.5	1
halálát	death	1.0	2
halászaivá	fishers	1.0	1
halászni	fishing	1.0	1
halászok	fishermen	0.6667	4
halófélben	throw	1.0	1
hamar	quickly	0.5	12
hamarabb	more	1.0	1
hamarkodd	no	1.0	1
hamarosan	shortly	0.5	2
hamarább	easier	0.5	1
hamis	false	0.6923	27
hamisaknak	unjust	1.0	2
hamisan	different	0.3333	1
hamisnak	condemned	1.0	1
hamispróféta	false	1.0	1
hamisság	under	0.3333	1
hamissága	iniquities	0.5	1
hamissággal	unrighteousness	1.0	2
hamisságnak	unrighteousness	0.75	3
hamisságot	iniquity	1.0	1
hamisságtól	iniquity	0.5	1
hamisságának	reward	1.0	1
hamisítatlan	long	0.5	1
hamisítjuk	handling	1.0	1
hamuban	ashes	1.0	2
hamva	ashes	1.0	1
hanem	but	0.9587	441
hang	voice	1.0	3
hangjuk	certainly	1.0	1
hangjához	words	1.0	1
hangján	voices	1.0	1
hangját	voice	0.7	7
hangokat	sounds	1.0	1
hangomat	voice	1.0	1
hangomon	tone	1.0	1
hangon	loud	0.5	1
hangos	loud	0.9444	17
hangosan	loud	0.4839	15
hangot	voice	0.6	3
hangszerek	sound	1.0	1
hangzott	came	0.5	1
hanyagold	neglect	1.0	1
hanyatlani	wear	1.0	1
harag	wrath	0.6364	7
haraggal	anger	0.5	1
haragja	wrath	0.6	6
haragjuk	great	1.0	1
haragjának	wrath	0.75	6
haragját	wrath	0.6667	2
haragjától	wrath	1.0	2
haragjával	wrath	1.0	3
haragnak	wrath	1.0	1
haragod	did	1.0	1
haragomban	wrath	1.0	2
haragos	easily	1.0	1
haragosan	looked	1.0	1
haragot	wrath	0.75	3
haragotokon	wrath	1.0	1
haragra	anger	0.1429	1
haragszik	angry	1.0	1
haragtól	wrath	1.0	1
haragudjatok	angry	1.0	1
haragudni	indignant	1.0	1
haragudott	displeased	1.0	1
haragusztok	angry	1.0	1
haragítlak	understanding	1.0	1
harc	was	1.0	1
harcba	king	1.0	1
harci	weapons	1.0	1
harcok	fightings	1.0	1
harcokat	law	1.0	1
harcold	fight	0.5	1
harcolnak	war	1.0	1
harcolnának	fight	1.0	1
harcoltok	fight	1.0	1
harcolunk	war	1.0	1
harcolva	striving	1.0	1
harcolóknak	fighting	1.0	1
harcos	soldier	1.0	1
harcot	conflict	0.3333	1
harcra	war	1.0	2
harcát	fight	1.0	1
harmada	ships	1.0	1
harmadik	third	0.8636	19
harmadikat	and	0.5	1
harmadiknak	another	1.0	1
harmadnap	day	0.5	2
harmadnapig	third	1.0	1
harmadnapon	third	0.5	7
harmadnapra	days	0.4	4
harmadrésze	third	0.625	5
harmadrészét	one	0.5	5
harmadszor	third	0.5294	9
harmadáig	it	1.0	1
harmadára	rivers	1.0	1
harmagedónnak	harmagedon	1.0	1
harminc	thirty	1.0	4
harmincannyit	thirty	1.0	4
harmincesztendős	thirty	0.5	1
harmincnyolc	had	1.0	1
hasonlatos	like	0.6364	7
hasonlatossága	death	1.0	1
hasonlatosságára	image	1.0	1
hasonlott	himself	1.0	1
hasonlít	like	0.6	3
hasonlítani	compare	1.0	1
hasonlíthatók	worthy	1.0	1
hasonlítják	themselves	1.0	1
hasonlítom	liken	1.0	1
hasonlítsam	compare	0.5714	4
hasonlítsuk	liken	1.0	1
hasonló	like	0.8235	28
hasonlóak	like	1.0	1
hasonlóan	like	0.25	2
hasonlók	like	1.0	7
hasonlókká	like	1.0	1
hasonlóképen	same	0.4	6
hasonlóképpen	same	0.32	16
hasonlónak	look	0.5	1
hasonlót	son	1.0	1
hasonlóvá	like	0.75	3
hasuk	belly	1.0	1
hasuknak	belly	0.5	1
haszna	profit	0.5	1
hasznom	profits	1.0	1
hasznos	profitable	0.3333	2
hasznosabb	best	1.0	1
hasznosak	profitable	1.0	1
hasznot	gain	1.0	1
hasznotokra	account	1.0	1
használ	profit	0.3846	5
használatra	dishonor	1.0	2
használjon	manifestation	1.0	1
használják	indecency	1.0	1
használna	unprofitable	1.0	1
használok	profit	1.0	1
használt	profit	1.0	1
hasznát	own	0.5714	4
haszon	fruits	1.0	1
haszonlesésből	showing	1.0	1
haszonlesők	greedy	0.5	1
haszontalan	are	0.2857	2
haszontalanná	void	1.0	1
