surface	lemma	pos	features	source
desconfianza	desconfianza	Noun		base
desconocida	desconocer	Verb	Tense=Past;Gender=Feminine;Number=Singular	unimorph
describe	describir	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
descrito	describir	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
descubierta	descubrir	Verb	Tense=Past;Gender=Feminine;Number=Singular	unimorph
descubierto	descubrir	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
descubra	descubrir	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Singular	unimorph
descubre	descubrir	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
descubrieron	descubrir	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Plural	unimorph
descubriesen	descubrir	Verb	Mood=Subjunctive;Tense=Past;Person=Third;Number=Plural	unimorph
descubrirse	descubrir	Verb	Case=Dative;Person=Third;Number=Singular	unimorph
descubriéndonos	descubrir	Verb	Tense=Present;Case=Dative;Person=First;Number=Plural	unimorph
descuides	descuidar	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Singular	unimorph
desde	desde	Adposition		base
desea	desear	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
deseaba	desear	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=First;Number=Singular	unimorph
deseaban	desear	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=Third;Number=Plural	unimorph
desead	desear	Verb	Mood=Imperative;Person=Second;Number=Plural	unimorph
deseado	desear	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
deseados	desear	Verb	Tense=Past;Gender=Masculine;Number=Plural	unimorph
deseamos	desear	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Plural	unimorph
desean	desear	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Plural	unimorph
deseando	desear	Verb	Tense=Present	unimorph
deseara	desear	Verb	Mood=Subjunctive;Tense=Past;Person=First;Number=Singular	unimorph
desearon	desear	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Plural	unimorph
desearán	desear	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Plural	unimorph
desearéis	desear	Verb	Mood=Indicative;Tense=Future;Person=Second;Number=Plural	unimorph
desecha	desechar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
desechado	desechar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
desechar	desechar	Verb		base
desecharen	desechar	Verb	Mood=Subjunctive;Tense=Future;Person=Third;Number=Plural	unimorph
desecharla	desechar	Verb	Case=Accusative;Person=Third;Number=Singular	unimorph
desecharon	desechar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Plural	unimorph
desecharé	desechar	Verb	Mood=Indicative;Tense=Future;Person=First;Number=Singular	unimorph
desechasteis	desechar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Second;Number=Plural	unimorph
desecho	desechar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
desecháis	desechar	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Plural	unimorph
desecháramos	desechar	Verb	Mood=Subjunctive;Tense=Past;Person=First;Number=Plural	unimorph
desechéis	desechar	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Plural	unimorph
deseo	desear	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
deseos	deseo	Noun	Gender=Masculine;Number=Plural	unimorph
desesperamos	desesperar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Plural	unimorph
deseáis	desear	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Plural	unimorph
desfallecido	desfallecer	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
desgarraba	desgarrar	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=First;Number=Singular	unimorph
desgarrándole	desgarrar	Verb	Tense=Present;Case=Dative;Person=Third;Number=Singular	unimorph
desgastando	desgastar	Verb	Tense=Present	unimorph
deshacemos	deshacer	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Plural	unimorph
deshacen	deshacer	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Plural	unimorph
deshacer	deshacer	Verb		base
deshacimiento	deshacimiento	Noun		base
deshacía	deshacer	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=First;Number=Singular	unimorph
deshará	deshacer	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Singular	unimorph
deshechas	deshacer	Verb	Tense=Past;Gender=Feminine;Number=Plural	unimorph
deshecho	deshacer	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
deshechos	deshacer	Verb	Tense=Past;Gender=Masculine;Number=Plural	unimorph
deshiciere	deshacer	Verb	Mood=Subjunctive;Tense=Future;Person=First;Number=Singular	unimorph
deshonesta	deshonesto	Adjective	Gender=Feminine;Number=Singular	unimorph
deshonestidad	deshonestidad	Noun		base
deshonesto	deshonesto	Adjective		base
deshonra	deshonrar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
deshonrado	deshonrar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
deshonras	deshonrar	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Singular	unimorph
desierta	desierto	Adjective	Gender=Feminine;Number=Singular	unimorph
desierto	desierto	Adjective		base
desiertos	desierto	Adjective	Gender=Masculine;Number=Plural	unimorph
designó	designar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
desistimos	desistir	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Plural	unimorph
desleales	desleal	Adjective	Number=Plural	unimorph
desmayado	desmayar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
desmayamos	desmayar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Plural	unimorph
desmayando	desmayar	Verb	Tense=Present	unimorph
desmayar	desmayar	Verb		base
desmayarán	desmayar	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Plural	unimorph
desmayen	desmayar	Verb	Mood=Subjunctive;Tense=Present;Person=Third;Number=Plural	unimorph
desmayes	desmayar	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Singular	unimorph
desmayéis	desmayar	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Plural	unimorph
desmenuzados	desmenuzar	Verb	Tense=Past;Gender=Masculine;Number=Plural	unimorph
desmenuzará	desmenuzar	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Singular	unimorph
desnuda	desnudar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
desnudados	desnudar	Verb	Tense=Past;Gender=Masculine;Number=Plural	unimorph
desnudaron	desnudar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Plural	unimorph
desnudas	desnudar	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Singular	unimorph
desnudez	desnudez	Noun		base
desnudo	desnudar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
desnudos	desnudo	Adjective	Gender=Masculine;Number=Plural	unimorph
desnudándole	desnudar	Verb	Tense=Present;Case=Dative;Person=Third;Number=Singular	unimorph
desobediencia	desobediencia	Noun		base
desobedientes	desobediente	Adjective	Number=Plural	wiktionary
desocupada	desocupar	Verb	Tense=Past;Gender=Feminine;Number=Singular	unimorph
desolada	desolar	Verb	Tense=Past;Gender=Feminine;Number=Singular	unimorph
desoladas	desolar	Verb	Tense=Past;Gender=Feminine;Number=Plural	unimorph
desolado	desolar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
desordenadamente	desordenadamente	Adverb		base
despachando	despachar	Verb	Tense=Present	unimorph
despacharon	despachar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Plural	unimorph
despacio	despacio	Adverb		base
desparrama	desparramar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
despedacen	despedazar	Verb	Mood=Subjunctive;Tense=Present;Person=Third;Number=Plural	unimorph
despedaza	despedazar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
despedazado	despedazar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
despedazó	despedazar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
despedida	despedir	Verb	Tense=Past;Gender=Feminine;Number=Singular	unimorph
despedidas	despedir	Verb	Tense=Past;Gender=Feminine;Number=Plural	unimorph
despedido	despedir	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
despedía	despedir	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=First;Number=Singular	unimorph
despenderé	despenderé	Unknown		base
despendido	despendido	Unknown		base
desperdicio	desperdiciar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
desperdició	desperdiciar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
despertado	despertar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
despertando	despertar	Verb	Tense=Present	unimorph
despertar	despertar	Verb		base
despertarle	despertar	Verb	Case=Dative;Person=Third;Number=Singular	unimorph
despertaron	despertar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Plural	unimorph
despertará	despertar	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Singular	unimorph
despertó	despertar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
despeñadero	despeñadero	Noun		base
despeñado	despeñar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
despeñarle	despeñar	Verb	Case=Dative;Person=Third;Number=Singular	unimorph
despida	despedir	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Singular	unimorph
despide	despedir	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
despides	despedir	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Singular	unimorph
despidiéndome	despedir	Verb	Tense=Present;Case=Dative;Person=First;Number=Singular	unimorph
despidió	despedir	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
despiertes	despertar	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Singular	unimorph
despierto	despertar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
despiértate	despertar	Verb	Mood=Imperative;Person=Second;Number=Singular;Case=Dative	unimorph
despojado	despojar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
despojamiento	despojamiento	Noun		base
despojando	despojar	Verb	Tense=Present	unimorph
despojaron	despojar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Plural	unimorph
despojos	despojo	Verb	Gender=Masculine;Number=Plural	unimorph
desposada	desposar	Verb	Tense=Past;Gender=Feminine;Number=Singular	unimorph
desposado	desposar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
desprecian	despreciar	Verb	Person=Third;Number=Plural;Tense=Present;Mood=Indicative	wiktionary
desprecie	despreciar	Verb	Person=Third;Number=Singular;Tense=Present;Mood=Subjunctive	wiktionary
después	después	Adverb		base
despáchala	despachar	Verb	Mood=Imperative;Person=Third;Number=Singular;Case=Accusative	unimorph
destemplados	destemplar	Verb	Tense=Past;Gender=Masculine;Number=Plural	unimorph
destrucción	destrucción	Noun		base
destructor	destructora	Noun	Gender=Masculine;Number=Singular	unimorph
destruid	destruir	Verb	Mood=Imperative;Person=Second;Number=Plural	unimorph
destruir	destruir	Verb		base
destruirle	destruir	Verb	Case=Dative;Person=Third;Number=Singular	unimorph
destruirnos	destruir	Verb	Case=Dative;Person=First;Number=Plural	unimorph
destruirá	destruir	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Singular	unimorph
destruiré	destruir	Verb	Mood=Indicative;Tense=Future;Person=First;Number=Singular	unimorph
destruyas	destruir	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Singular	unimorph
destruyen	destruir	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Plural	unimorph
destruyendo	destruir	Verb	Tense=Present	unimorph
destruyó	destruir	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
destruí	destruir	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=First;Number=Singular	unimorph
destruía	destruir	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=First;Number=Singular	unimorph
desvanece	desvanecer	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
desvaneceos	desvanecer	Verb	Mood=Imperative;Person=Second;Number=Plural;Case=Dative	unimorph
desvanecerse	desvanecer	Verb	Case=Dative;Person=Third;Number=Singular	unimorph
desvanecerá	desvanecer	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Singular	unimorph
desvanecida	desvanecer	Verb	Tense=Past;Gender=Feminine;Number=Singular	unimorph
desvaneciere	desvanecer	Verb	Mood=Subjunctive;Tense=Future;Person=First;Number=Singular	unimorph
desvanecieron	desvanecer	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Plural	unimorph
desventura	desventura	Noun		base
desvergüenza	desvergüenza	Noun		base
desvergüenzas	desvergüenza	Noun	Gender=Feminine;Number=Plural	unimorph
desviase	desviar	Verb	Mood=Subjunctive;Tense=Past;Person=First;Number=Singular	unimorph
desvía	desviar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
detenerle	detener	Verb	Case=Dative;Person=Third;Number=Singular	unimorph
detenerse	detener	Verb	Case=Dative;Person=Third;Number=Singular	unimorph
detengas	detener	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Singular	unimorph
detenido	detener	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
detenidos	detener	Verb	Tense=Past;Gender=Masculine;Number=Plural	unimorph
deteniendo	detener	Verb	Tense=Present	unimorph
deteniéndose	detener	Verb	Tense=Present;Case=Dative;Person=Third;Number=Singular	unimorph
detenían	detener	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=Third;Number=Plural	unimorph
determina	determinar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
determinación	determinación	Noun		base
determinadamente	determinadamente	Adverb		base
determinado	determinar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
determinados	determinar	Verb	Tense=Past;Gender=Masculine;Number=Plural	unimorph
determinaron	determinar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Plural	unimorph
determiné	determinar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=First;Number=Singular	unimorph
determinó	determinar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
detienen	detener	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Plural	unimorph
detienes	detener	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Singular	unimorph
detracciones	detracción	Noun	Gender=Feminine;Number=Plural	unimorph
detractoras	detractora	Noun	Gender=Feminine;Number=Plural	unimorph
detractores	detractor	Noun	Gender=Masculine;Number=Plural	unimorph
detrás	detrás	Adverb		base
detuvieron	detener	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Plural	unimorph
detuviese	detener	Verb	Mood=Subjunctive;Tense=Past;Person=First;Number=Singular	unimorph
detuvo	detener	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
deuda	deuda	Noun		base
deudas	deuda	Noun	Gender=Feminine;Number=Plural	unimorph
deudor	deudor	Noun		base
deudores	deudor	Noun	Gender=Masculine;Number=Plural	unimorph
devora	devorar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
devorado	devorar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
devoran	devorar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Plural	unimorph
devorar	devorar	Verb		base
devore	devorar	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Singular	unimorph
devoré	devorar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=First;Number=Singular	unimorph
devoró	devorar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
devoto	devota	Noun	Gender=Masculine;Number=Singular	unimorph
di	dar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=First;Number=Singular	unimorph
diablo	diablo	Noun		base
diabólica	diabólico	Adjective	Gender=Feminine;Number=Singular	unimorph
diaconisa	diaconisa	Noun		base
diademas	diadema	Noun	Gender=Feminine;Number=Plural	unimorph
diana	diana	Proper noun		base
dice	decir	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
dicen	decir	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Plural	unimorph
dices	decir	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Singular	unimorph
dicha	decir	Verb	Tense=Past;Gender=Feminine;Number=Singular	unimorph
dichas	decir	Verb	Tense=Past;Gender=Feminine;Number=Plural	unimorph
dicho	decir	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
dichos	decir	Verb	Tense=Past;Gender=Masculine;Number=Plural	unimorph
dichoso	dichoso	Adjective		base
diciendo	decir	Verb	Tense=Present	unimorph
diciéndole	decir	Verb	Tense=Present;Case=Dative;Person=Third;Number=Singular	unimorph
diciéndoles	decir	Verb	Tense=Present;Case=Dative;Person=Third;Number=Plural	unimorph
diciéndome	decir	Verb	Tense=Present;Case=Dative;Person=First;Number=Singular	unimorph
diciéndoos	decir	Verb	Tense=Present;Case=Dative;Person=Second;Number=Plural	unimorph
diciéndose	decir	Verb	Tense=Present;Case=Dative;Person=Third;Number=Singular	unimorph
dieciocho	dieciocho	Numeral		base
diente	dentar	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Singular	unimorph
dientes	dentar	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Singular	unimorph
diere	dar	Verb	Mood=Subjunctive;Tense=Future;Person=First;Number=Singular	unimorph
diereis	dar	Verb	Mood=Subjunctive;Tense=Future;Person=Second;Number=Plural	unimorph
dieren	dar	Verb	Mood=Subjunctive;Tense=Future;Person=Third;Number=Plural	unimorph
dieron	dar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Plural	unimorph
diese	dar	Verb	Mood=Subjunctive;Tense=Past;Person=First;Number=Singular	unimorph
diesen	dar	Verb	Mood=Subjunctive;Tense=Past;Person=Third;Number=Plural	unimorph
diestra	diestro	Adjective	Gender=Feminine;Number=Singular	unimorph
diestras	diestro	Adjective	Gender=Feminine;Number=Plural	unimorph
diestro	diestro	Adjective		base
diez	diez	Numeral		base
diezmado	diezmar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
diezmos	diezmo	Verb	Gender=Masculine;Number=Plural	unimorph
diezmáis	diezmar	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Plural	unimorph
diferencia	diferenciar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
diferente	diferente	Adjective		base
diferentes	diferente	Adjective	Number=Plural	unimorph
dificultad	dificultar	Verb	Mood=Imperative;Person=Second;Number=Plural	unimorph
dificultosamente	dificultosamente	Adverb		base
dificultoso	dificultoso	Adjective		base
difiere	diferir	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
difunto	difunto	Adjective		base
difícil	difícil	Adjective		base
difíciles	difícil	Adjective	Number=Plural	unimorph
difícilmente	difícilmente	Adverb		base
diga	decir	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Singular	unimorph
digamos	decir	Verb	Mood=Subjunctive;Tense=Present;Person=First;Number=Plural	unimorph
digan	decir	Verb	Mood=Subjunctive;Tense=Present;Person=Third;Number=Plural	unimorph
digas	decir	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Singular	unimorph
digna	digno	Adjective	Gender=Feminine;Number=Singular	unimorph
dignas	digno	Adjective	Gender=Feminine;Number=Plural	unimorph
dignidad	dignidad	Noun		base
digno	dignarse	Verb	Person=First;Number=Singular;Tense=Present;Mood=Indicative	wiktionary
dignos	digno	Adjective	Gender=Masculine;Number=Plural	unimorph
digo	decir	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
digáis	decir	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Plural	unimorph
dije	decir	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=First;Number=Singular	unimorph
dijera	decir	Verb	Mood=Subjunctive;Tense=Past;Person=First;Number=Singular	unimorph
dijere	decir	Verb	Mood=Subjunctive;Tense=Future;Person=First;Number=Singular	unimorph
dijereis	decir	Verb	Mood=Subjunctive;Tense=Future;Person=Second;Number=Plural	unimorph
dijeren	decir	Verb	Mood=Subjunctive;Tense=Future;Person=Third;Number=Plural	unimorph
dijeron	decir	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Plural	unimorph
dijese	decir	Verb	Mood=Subjunctive;Tense=Past;Person=First;Number=Singular	unimorph
dijesen	decir	Verb	Mood=Subjunctive;Tense=Past;Person=Third;Number=Plural	unimorph
dijiste	decir	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Second;Number=Singular	unimorph
dijisteis	decir	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Second;Number=Plural	unimorph
dijo	decir	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
dijéremos	decir	Verb	Mood=Subjunctive;Tense=Future;Person=First;Number=Plural	unimorph
dilación	dilación	Noun		base
dile	decir	Verb	Mood=Imperative;Person=Third;Number=Singular;Case=Dative	unimorph
diles	decir	Verb	Mood=Imperative;Person=Third;Number=Plural;Case=Dative	unimorph
diligencia	diligenciar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
diligente	diligente	Adjective		base
diligentemente	diligentemente	Adverb		base
dilo	decir	Verb	Mood=Imperative;Person=Third;Number=Singular;Case=Accusative	unimorph
diluvio	diluvio	Noun		base
dime	decir	Verb	Mood=Imperative;Person=First;Number=Singular;Case=Dative	unimorph
dimos	dar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=First;Number=Plural	unimorph
dinero	dinero	Noun		base
dineros	dinero	Noun	Gender=Masculine;Number=Plural	unimorph
dinos	decir	Verb	Mood=Imperative;Person=First;Number=Plural;Case=Dative	unimorph
dionisio	dionisio	Proper noun		base
dios	dios	Noun		base
diosa	dios	Noun	Gender=Feminine;Number=Singular	unimorph
dioses	dios	Noun	Gender=Masculine;Number=Plural	unimorph
diremos	decir	Verb	Mood=Indicative;Tense=Future;Person=First;Number=Plural	unimorph
dirimiendo	dirimir	Verb	Tense=Present	unimorph
dirá	decir	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Singular	unimorph
dirán	decir	Verb	Mood=Indicative;Tense=Future;Person=Third;Number=Plural	unimorph
dirás	decir	Verb	Mood=Indicative;Tense=Future;Person=Second;Number=Singular	unimorph
diré	decir	Verb	Mood=Indicative;Tense=Future;Person=First;Number=Singular	unimorph
diréis	decir	Verb	Mood=Indicative;Tense=Future;Person=Second;Number=Plural	unimorph
discerniendo	discernir	Verb	Tense=Present	unimorph
discernimiento	discernimiento	Noun		base
discernáis	discernir	Verb	Mood=Subjunctive;Tense=Present;Person=Second;Number=Plural	unimorph
discierne	discernir	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
disciplina	disciplinar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
discordes	discorde	Adjective	Number=Plural	unimorph
discreción	discreción	Noun		base
discretamente	discretamente	Adverb		base
discurso	discursar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
discursos	discurso	Noun	Gender=Masculine;Number=Plural	unimorph
discípula	discípulo	Noun	Gender=Feminine;Number=Singular	unimorph
discípulo	discípulo	Noun		base
discípulos	discípulo	Noun	Gender=Masculine;Number=Plural	unimorph
disensiones	disensión	Noun	Gender=Feminine;Number=Plural	unimorph
disensión	disensión	Noun		base
disentería	disentería	Noun		base
disertando	disertar	Verb	Tense=Present	unimorph
disimulación	disimulación	Noun		base
disimulado	disimular	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
disipador	disipador	Adjective		base
disoluciones	disolución	Noun	Gender=Feminine;Number=Plural	unimorph
disolución	disolución	Noun		base
disolutos	disoluto	Adjective	Gender=Masculine;Number=Plural	unimorph
dispensación	dispensación	Noun		base
dispensador	dispensador	Noun		base
dispensadores	dispensador	Noun	Gender=Masculine;Number=Plural	unimorph
dispersas	dispersar	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Singular	unimorph
dispersos	disperso	Verb	Gender=Masculine;Number=Plural	unimorph
disponer	disponer	Verb		base
disponían	disponer	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=Third;Number=Plural	unimorph
disposición	disposición	Noun		base
dispuesta	disponer	Verb	Tense=Past;Gender=Feminine;Number=Singular	unimorph
disputa	disputar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
disputaba	disputar	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=First;Number=Singular	unimorph
disputabais	disputar	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=Second;Number=Plural	unimorph
disputaban	disputar	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=Third;Number=Plural	unimorph
disputado	disputar	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
disputando	disputar	Verb	Tense=Present	unimorph
disputar	disputar	Verb		base
disputas	disputar	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Singular	unimorph
disputáis	disputar	Verb	Mood=Indicative;Tense=Present;Person=Second;Number=Plural	unimorph
disputó	disputar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Third;Number=Singular	unimorph
diste	dar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Second;Number=Singular	unimorph
disteis	dar	Verb	Mood=Indicative;Tense=Past;Aspect=Perfective;Person=Second;Number=Plural	unimorph
distinción	distinción	Noun		base
distingan	distinguir	Verb	Mood=Subjunctive;Tense=Present;Person=Third;Number=Plural	unimorph
distingue	distinguir	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
distrayéndose	distraer	Verb	Tense=Present;Case=Dative;Person=Third;Number=Singular	unimorph
distraía	distraer	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=First;Number=Singular	unimorph
divagan	divagar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Plural	unimorph
diversa	diverso	Adjective	Gender=Feminine;Number=Singular	unimorph
diversas	diverso	Adjective	Gender=Feminine;Number=Plural	unimorph
diversos	diverso	Adjective	Gender=Masculine;Number=Plural	unimorph
dividida	dividir	Verb	Tense=Past;Gender=Feminine;Number=Singular	unimorph
dividido	dividir	Verb	Tense=Past;Gender=Masculine;Number=Singular	unimorph
divididos	dividir	Verb	Tense=Past;Gender=Masculine;Number=Plural	unimorph
divina	divinar	Verb	Mood=Indicative;Tense=Present;Person=Third;Number=Singular	unimorph
divinamente	divinamente	Adverb		base
divinidad	divinidad	Noun		base
divisiones	división	Noun	Gender=Feminine;Number=Plural	unimorph
divorcio	divorciar	Verb	Mood=Indicative;Tense=Present;Person=First;Number=Singular	unimorph
divulgaba	divulgar	Verb	Mood=Indicative;Tense=Past;Aspect=Imperfective;Person=First;Number=Singular	unimorph
