surface	lemma	pos	features	source
inaalis	inaalis	Unknown		base
inaalog	inaalog	Unknown		base
inaamin	inaamin	Unknown		base
inaapi	inaapi	Unknown		base
inaasahan	inaasahan	Unknown		base
inaawit	inaawit	Unknown		base
inabot	inabot	Verb		base
inagaw	inagaw	Unknown		base
inahin	inahin	Noun		base
inakay	inakay	Verb		base
inalala	inalala	Verb		base
inalalayan	inalalayan	Unknown		base
inalipin	inalipin	Unknown		base
inalipusta	inalipusta	Unknown		base
inalis	inalis	Unknown		base
inang	inang	Noun		base
inantok	inantok	Unknown		base
inasahan	inasahan	Unknown		base
inayos	inayos	Unknown		base
ingat	ingat	Noun		base
ingay	ingay	Noun		base
inggit	inggit	Noun		base
iniabot	iniabot	Verb		base
iniakyat	iniakyat	Unknown		base
inibig	inibig	Verb		base
inihagis	inihagis	Unknown		base
inihanda	inihanda	Unknown		base
inihiga	inihiga	Unknown		base
inihiwalay	inihiwalay	Unknown		base
iniibig	iniibig	Verb		base
iniinom	iniinom	Verb		base
iniipon	iniipon	Unknown		base
iniisip	iniisip	Unknown		base
inilabas	inilabas	Verb		base
inilagay	inilagay	Verb		base
inilalagay	inilalagay	Unknown		base
inililihis	inililihis	Unknown		base
ininom	ininom	Unknown		base
ininsulto	ininsulto	Unknown		base
inipon	inipon	Unknown		base
inisip	inisip	Unknown		base
init	init	Noun		base
iniwan	iniwan	Unknown		base
iniwanan	iniwanan	Unknown		base
insenso	insenso	Noun		base
instrumento	instrumento	Noun		base
insulto	insulto	Noun		base
insultuhin	insultuhin	Unknown		base
intindihin	intindihin	Verb		base
inudyukan	inudyukan	Unknown		base
inumin	inumin	Noun		base
inupahan	inupahan	Unknown		base
inusig	inusig	Unknown		base
inutusan	inutusan	Unknown		base
inuudyukan	inuudyukan	Unknown		base
inuumpisahan	inuumpisahan	Unknown		base
inuupahan	inuupahan	Unknown		base
inuusig	inuusig	Unknown		base
inuusisa	inuusisa	Verb		base
inuutusan	inuutusan	Unknown		base
inyo	inyo	Pronoun		base
ipa	ipa	Noun		base
ipaalam	ipaalam	Verb		base
ipadadala	ipadadala	Unknown		base
ipadala	ipadala	Verb		base
ipagdiwang	ipagdiwang	Unknown		base
ipagkait	ipagkait	Verb		base
ipagkasundo	ipagkasundo	Verb		base
ipagmalaki	ipagmalaki	Verb		base
ipagmamalaki	ipagmamalaki	Unknown		base
ipagmayabang	ipagmayabang	Verb		base
ipagpalagay	ipagpalagay	Unknown		base
ipagpapalagay	ipagpapalagay	Unknown		base
ipagsabi	ipagsabi	Unknown		base
ipagtanggol	ipagtanggol	Verb		base
ipahamak	ipahamak	Unknown		base
ipahiwatig	ipahiwatig	Verb		base
ipakahulugan	ipakahulugan	Verb		base
ipakita	ipakita	Verb		base
ipaliwanag	ipaliwanag	Verb		base
ipamahagi	ipamahagi	Verb		base
ipamigay	ipamigay	Verb		base
ipamimigay	ipamimigay	Unknown		base
ipapaalam	ipapaalam	Unknown		base
ipapadala	ipapadala	Unknown		base
ipapahiya	ipapahiya	Unknown		base
ipapakita	ipapakita	Unknown		base
ipapapatay	ipapapatay	Verb		base
ipapatapon	ipapatapon	Unknown		base
ipapatay	ipapatay	Verb		base
ipatatapon	ipatatapon	Unknown		base
ipatong	ipatong	Verb		base
ipinaalam	ipinaalam	Unknown		base
ipinababa	ipinababa	Unknown		base
ipinabalik	ipinabalik	Unknown		base
ipinadadala	ipinadadala	Unknown		base
ipinadala	ipinadala	Unknown		base
ipinagagawa	ipinagagawa	Unknown		base
ipinagbilin	ipinagbilin	Unknown		base
ipinagkait	ipinagkait	Unknown		base
ipinagkakasundo	ipinagkakasundo	Unknown		base
ipinagkasundo	ipinagkasundo	Unknown		base
ipinagmalaki	ipinagmalaki	Unknown		base
ipinagmamalaki	ipinagmamalaki	Unknown		base
ipinagpalit	ipinagpalit	Unknown		base
ipinagtanggol	ipinagtanggol	Verb		base
ipinagtatanggol	ipinagtatanggol	Unknown		base
ipinahiwatig	ipinahiwatig	Unknown		base
ipinahiya	ipinahiya	Unknown		base
ipinakita	ipinakita	Unknown		base
ipinaliwanag	ipinaliwanag	Unknown		base
ipinambili	ipinambili	Unknown		base
ipinamigay	ipinamigay	Unknown		base
ipinangako	ipinangako	Unknown		base
ipinapadala	ipinapadala	Unknown		base
ipinapakita	ipinapakita	Unknown		base
ipinapanatili	ipinapanatili	Unknown		base
ipinapatay	ipinapatay	Verb		base
ipinasok	ipinasok	Unknown		base
ipinatapon	ipinatapon	Unknown		base
ipinatong	ipinatong	Unknown		base
ipinatupad	ipinatupad	Unknown		base
ipunin	ipunin	Verb		base
isa	isa	Numeral		base
isagawa	isagawa	Verb		base
isakay	isakay	Verb		base
isama	isama	Verb		base
isang	isang	Proper noun		base
isantabi	isantabi	Verb		base
isara	isara	Verb		base
isasagawa	isasagawa	Unknown		base
isasagot	isasagot	Unknown		base
isasama	isasama	Unknown		base
isasara	isasara	Unknown		base
isda	isda	Noun		base
isinaayos	isinaayos	Verb		base
isinagot	isinagot	Unknown		base
isinakay	isinakay	Unknown		base
isinama	isinama	Verb		base
isinantabi	isinantabi	Verb		base
isinara	isinara	Unknown		base
isinasagawa	isinasagawa	Unknown		base
isinauli	isinauli	Unknown		base
isinulat	isinulat	Unknown		base
isinumbong	isinumbong	Unknown		base
isinuot	isinuot	Unknown		base
isinusulat	isinusulat	Unknown		base
isip	isip	Noun		base
isipan	isipan	Noun		base
isipin	isipin	Noun		base
isla	isla	Noun		base
islang	islang	Noun		base
ispiya	ispiya	Unknown		base
israel	israel	Proper noun		base
israelita	israelita	Adjective		base
isuka	isuka	Unknown		base
isuksok	isuksok	Verb		base
isulat	isulat	Verb		base
isuot	isuot	Verb		base
isusuksok	isusuksok	Unknown		base
isusulat	isusulat	Unknown		base
isusuot	isusuot	Unknown		base
itaas	itaas	Noun		base
itago	itago	Verb		base
itala	itala	Verb		base
itali	itali	Verb		base
italya	italya	Proper noun		base
italyano	italyano	Proper noun		base
itama	itama	Unknown		base
itanggi	itanggi	Verb		base
itapon	itapon	Verb		base
itataas	itataas	Unknown		base
itataboy	itataboy	Unknown		base
itatag	itatag	Verb		base
itatali	itatali	Unknown		base
itatanggi	itatanggi	Unknown		base
itatapon	itatapon	Unknown		base
itim	itim	Adjective		base
itinaas	itinaas	Unknown		base
itinaboy	itinaboy	Unknown		base
itinago	itinago	Unknown		base
itinala	itinala	Unknown		base
itinali	itinali	Unknown		base
itinanggi	itinanggi	Unknown		base
itinanim	itinanim	Verb		base
itinanong	itinanong	Verb		base
itinapon	itinapon	Verb		base
itinatag	itinatag	Unknown		base
itinatago	itinatago	Unknown		base
itinatali	itinatali	Unknown		base
itinatanggi	itinatanggi	Unknown		base
itinatapon	itinatapon	Unknown		base
itinira	itinira	Unknown		base
itinulak	itinulak	Unknown		base
itinutulak	itinutulak	Unknown		base
ititira	ititira	Unknown		base
itlog	itlog	Noun		base
ito	ito	Pronoun		base
itsura	itsura	Noun		base
iwan	iwan	Verb		base
iwanan	iwanan	Verb		base
iyan	iyan	Pronoun		base
iyo	iyo	Determiner		base
iyon	iyon	Determiner		base
jacinto	jacinto	Proper noun		base
jerusalem	jerusalem	Unknown		base
jesus	jesus	Proper noun		base
jonas	jonas	Proper noun		base
jordan	jordan	Proper noun		base
jose	jose	Proper noun		base
joshua	joshua	Proper noun		base
juan	juan	Proper noun		base
juana	juana	Proper noun		base
judas	judas	Proper noun		base
ka	ka	Pronoun		base
kaaawaan	kaaawaan	Unknown		base
kaagad	kaagad	Adverb		base
kaalaman	kaalaman	Noun		base
kaanib	kaanib	Noun		base
kaarawan	kaarawan	Noun		base
kaawaan	kaawaan	Verb		base
kaaway	kaaway	Noun		base
kaba	kaba	Noun		base
kababaan	kababaan	Noun		base
kababaihan	kababaihan	Noun		base
kababayan	kababayan	Noun		base
kaban	kaban	Noun		base
kabataan	kabataan	Noun		base
kabatiran	kabatiran	Noun		base
kabayo	kabayo	Noun		base
kabila	kabila	Noun		base
kabilang	kabilang	Noun		base
kabilugan	kabilugan	Noun		base
kabuhayan	kabuhayan	Noun		base
kabukiran	kabukiran	Noun		base
kabuluhan	kabuluhan	Noun		base
kabutihan	kabutihan	Noun		base
kabuuan	kabuuan	Noun		base
kadena	kadena	Noun		base
kadiliman	kadiliman	Noun		base
kagabi	kagabi	Adverb		base
kagagaling	kagagaling	Unknown		base
kagalingan	kagalingan	Noun		base
kagamitan	kagamitan	Noun		base
kaganapan	kaganapan	Noun		base
kagandahan	kagandahan	Noun		base
kagat	kagat	Noun		base
kagaya	kagaya	Adjective		base
kagipitan	kagipitan	Noun		base
kagubatan	kagubatan	Noun		base
kaguluhan	kaguluhan	Noun		base
kagustuhan	kagustuhan	Noun		base
kagutuman	kagutuman	Noun		base
kahabagan	kahabagan	Noun		base
kahahabagan	kahahabagan	Unknown		base
kahalayan	kahalayan	Noun		base
kahalili	kahalili	Noun		base
kahandaan	kahandaan	Noun		base
kahapon	kahapon	Adverb		base
kaharian	kaharian	Noun		base
kahawig	kahawig	Adjective		base
kahayagan	kahayagan	Noun		base
kahihinatnan	kahihinatnan	Noun		base
kahihiyan	kahihiyan	Noun		base
kahinaan	kahinaan	Noun		base
kahirapan	kahirapan	Noun		base
kahit	kahit	Coordinating connective		base
kahon	kahon	Noun		base
kahoy	kahoy	Noun		base
kahuhuli	kahuhuli	Unknown		base
kahulugan	kahulugan	Noun		base
kaibigan	kaibigan	Noun		base
kaibuturan	kaibuturan	Noun		base
kailaliman	kailaliman	Noun		base
kailan	kailan	Pronoun		base
kailangan	kailangan	Verb		base
kailanman	kailanman	Adverb		base
kainan	kainan	Noun		base
kaing	kaing	Noun		base
kainin	kainin	Verb		base
kaisipan	kaisipan	Noun		base
kakaiba	kakaiba	Adjective		base
kakailanganin	kakailanganin	Unknown		base
kakain	kakain	Verb		base
kakainan	kakainan	Noun		base
kakainin	kakainin	Verb		base
kakalaban	kakalaban	Unknown		base
kakalat	kakalat	Unknown		base
kakanin	kakanin	Noun		base
kakatayin	kakatayin	Unknown		base
kakausapin	kakausapin	Unknown		base
kakayahan	kakayahan	Noun		base
kakayanan	kakayanan	Noun		base
kakilala	kakilala	Noun		base
kakulangan	kakulangan	Noun		base
kaladkarin	kaladkarin	Verb		base
kalagayan	kalagayan	Noun		base
kalagitnaan	kalagitnaan	Noun		base
kalahati	kalahati	Noun		base
kalakal	kalakal	Noun		base
kalalakihan	kalalakihan	Noun		base
kalaliman	kalaliman	Noun		base
kalangitan	kalangitan	Noun		base
kalapastangan	kalapastangan	Noun		base
kalapastanganan	kalapastanganan	Noun		base
kalapati	kalapati	Noun		base
kalarawan	kalarawan	Noun		base
kalasag	kalasag	Noun		base
kalasingan	kalasingan	Noun		base
kalaswaan	kalaswaan	Noun		base
kalawang	kalawang	Noun		base
kalayaan	kalayaan	Noun		base
kalaykay	kalaykay	Noun		base
kaligayahan	kaligayahan	Noun		base
kalihim	kalihim	Noun		base
kalikasan	kalikasan	Noun		base
kalinisan	kalinisan	Noun		base
kaliskis	kaliskis	Noun		base
kaliwa	kaliwa	Adjective		base
kaliwanagan	kaliwanagan	Noun		base
kaloob	kaloob	Noun		base
kalooban	kalooban	Noun		base
kalsada	kalsada	Noun		base
kaluban	kaluban	Noun		base
kalugdan	kalugdan	Proper noun		base
kaluluwa	kaluluwa	Noun		base
kalungkutan	kalungkutan	Noun		base
kalupaan	kalupaan	Noun		base
kalusugan	kalusugan	Noun		base
kaluwalhatian	kaluwalhatian	Noun		base
kalye	kalye	Noun		base
kama	kama	Noun		base
kamakailan	kamakailan	Adverb		base
kamalayan	kamalayan	Noun		base
kamalian	kamalian	Noun		base
kamalig	kamalig	Noun		base
kamamatay	kamamatay	Unknown		base
kamandag	kamandag	Noun		base
kamanggagawa	kamanggagawa	Noun		base
kamangmangan	kamangmangan	Noun		base
kamangyan	kamangyan	Noun		base
kamanyang	kamanyang	Noun		base
kamatayan	kamatayan	Noun		base
kamay	kamay	Noun		base
kambal	kambal	Noun		base
kambing	kambing	Noun		base
kamelyo	kamelyo	Noun		base
kami	kami	Pronoun		base
kamukha	kamukha	Adjective		base
kanan	kanan	Adjective		base
kandungan	kandungan	Noun		base
kang	kang	Noun		base
kanila	kanila	Determiner		base
kanilang	kanilang	Pronoun		base
kanino	kanino	Pronoun		base
kaniya	kaniya	Pronoun		base
kaniyang	kaniyang	Pronoun		base
kanlungan	kanlungan	Noun		base
kanluran	kanluran	Noun		base
kanya	kanya	Pronoun		base
kapag	kapag	Coordinating connective		base
kapagka	kapagka	Coordinating connective		base
kapahamakan	kapahamakan	Noun		base
kapakanan	kapakanan	Noun		base
kapal	kapal	Noun		base
kapalaran	kapalaran	Noun		base
kapalit	kapalit	Noun		base
kapanahunan	kapanahunan	Noun		base
kapanganakan	kapanganakan	Noun		base
kapangyarihan	kapangyarihan	Noun		base
kapansanan	kapansanan	Noun		base
kapatawaran	kapatawaran	Noun		base
kapatid	kapatid	Noun		base
kapatiran	kapatiran	Noun		base
kapayapaan	kapayapaan	Noun		base
kapitan	kapitan	Noun		base
kapitbahay	kapitbahay	Noun		base
kapos	kapos	Adjective		base
kapulungan	kapulungan	Noun		base
kapunuan	kapunuan	Unknown		base
kapwa	kapwa	Noun		base
karagatan	karagatan	Noun		base
karahasan	karahasan	Noun		base
karamihan	karamihan	Noun		base
karanasan	karanasan	Noun		base
karangalan	karangalan	Noun		base
karapatan	karapatan	Noun		base
kararating	kararating	Unknown		base
karatig	karatig	Adjective		base
karatula	karatula	Noun		base
karayom	karayom	Noun		base
kargamento	kargamento	Noun		base
karit	karit	Noun		base
karne	karne	Noun		base
karpintero	karpintero	Noun		base
karumihan	karumihan	Noun		base
karunungan	karunungan	Proper noun		base
karwahe	karwahe	Noun		base
kasabihan	kasabihan	Noun		base
kasaganaan	kasaganaan	Noun		base
kasaganahan	kasaganahan	Unknown		base
kasal	kasal	Noun		base
kasalanan	kasalanan	Noun		base
kasalukuyan	kasalukuyan	Adjective		base
kasama	kasama	Noun		base
kasamaan	kasamaan	Noun		base
kasaman	kasaman	Unknown		base
kasapi	kasapi	Noun		base
kasarian	kasarian	Noun		base
kasaysayan	kasaysayan	Noun		base
kasiguraduhan	kasiguraduhan	Noun		base
kasinungalingan	kasinungalingan	Noun		base
kasiyahan	kasiyahan	Noun		base
kaso	kaso	Coordinating connective		base
kasulatan	kasulatan	Noun		base
kasunduan	kasunduan	Noun		base
kasuotan	kasuotan	Noun		base
katahimikan	katahimikan	Noun		base
katangian	katangian	Noun		base
katanungan	katanungan	Noun		base
katapat	katapat	Adjective		base
katapatan	katapatan	Noun		base
katapusan	katapusan	Noun		base
katarungan	katarungan	Noun		base
katauhan	katauhan	Noun		base
katawan	katawan	Noun		base
katayan	katayan	Noun		base
katayin	katayin	Verb		base
katibayan	katibayan	Noun		base
katitisuran	katitisuran	Unknown		base
katiwala	katiwala	Noun		base
katotohanan	katotohanan	Noun		base
katulad	katulad	Adjective		base
katulong	katulong	Noun		base
katumbas	katumbas	Noun		base
katunayan	katunayan	Noun		base
katuparan	katuparan	Noun		base
katuruan	katuruan	Noun		base
katutubo	katutubo	Adjective		base
katuwang	katuwang	Noun		base
katuwiran	katuwiran	Noun		base
kaugnayan	kaugnayan	Noun		base
kaunti	kaunti	Adjective		base
kausapin	kausapin	Verb		base
kautusan	kautusan	Noun		base
kawal	kawal	Noun		base
kawalan	kawalan	Noun		base
kawan	kawan	Noun		base
kay	kay	Adposition		base
kaya	kaya	Particle		base
kayabangan	kayabangan	Noun		base
kayamanan	kayamanan	Noun		base
kayang	kayang	Unknown		base
kayo	kayo	Pronoun		base
kayong	kayong	Pronoun		base
kaysa	kaysa	Coordinating connective		base
ketong	ketong	Noun		base
ketongin	ketongin	Noun		base
kidlat	kidlat	Noun		base
kikita	kikita	Unknown		base
kilabot	kilabot	Noun		base
kilala	kilala	Verb		base
kina	kina	Adposition		base
kinaawaan	kinaawaan	Unknown		base
kinabukasan	kinabukasan	Noun		base
kinagabihan	kinagabihan	Adverb		base
kinahabagan	kinahabagan	Unknown		base
kinahinatnan	kinahinatnan	Noun		base
kinaibigan	kinaibigan	Unknown		base
kinailangan	kinailangan	Unknown		base
kinain	kinain	Verb		base
kinakailangan	kinakailangan	Unknown		base
kinakain	kinakain	Unknown		base
kinakamkam	kinakamkam	Unknown		base
kinakapatid	kinakapatid	Noun		base
kinakasama	kinakasama	Unknown		base
kinakausap	kinakausap	Verb		base
kinalabasan	kinalabasan	Noun		base
kinaladkad	kinaladkad	Unknown		base
kinalakihan	kinalakihan	Unknown		base
kinalaman	kinalaman	Noun		base
kinalimutan	kinalimutan	Unknown		base
kinatawan	kinatawan	Noun		base
kinaumagahan	kinaumagahan	Adverb		base
kinausap	kinausap	Unknown		base
kinoronahan	kinoronahan	Unknown		base
kinuha	kinuha	Unknown		base
kinukuha	kinukuha	Unknown		base
kirot	kirot	Noun		base
kislap	kislap	Noun		base
kita	kita	Pronoun		base
klase	klase	Noun		base
ko	ko	Pronoun		base
kokoronahan	kokoronahan	Unknown		base
kong	kong	Pronoun		base
konseho	konseho	Noun		base
konsensya	konsensya	Noun		base
kordero	kordero	Noun		base
korona	korona	Noun		base
korte	korte	Noun		base
kota	kota	Noun		base
krimen	krimen	Noun		base
kriminal	kriminal	Adjective		base
krisopraso	krisopraso	Noun		base
kristal	kristal	Noun		base
kristiyano	kristiyano	Adjective		base
kristo	kristo	Proper noun		base
krus	krus	Noun		base
kudlit	kudlit	Noun		base
kukuha	kukuha	Verb		base
kukunin	kukunin	Unknown		base
kukupas	kukupas	Verb		base
kulang	kulang	Adjective		base
kulay	kulay	Noun		base
kulog	kulog	Noun		base
kulubot	kulubot	Noun		base
kulungan	kulungan	Noun		base
kumain	kumain	Verb		base
kumakain	kumakain	Verb		base
kumakapit	kumakapit	Unknown		base
kumakatawan	kumakatawan	Unknown		base
kumalat	kumalat	Verb		base
kumapit	kumapit	Verb		base
kumikita	kumikita	Unknown		base
kumot	kumot	Noun		base
kumpleto	kumpleto	Noun		base
kumuha	kumuha	Verb		base
kumukuha	kumukuha	Verb		base
kumukupas	kumukupas	Verb		base
kumulang	kumulang	Verb		base
kumulog	kumulog	Verb		base
kumustahin	kumustahin	Verb		base
kundi	kundi	Adposition		base
kung	kung	Subordinating connective		base
kunin	kunin	Verb		base
kuntento	kuntento	Adjective		base
kupas	kupas	Adjective		base
kurtina	kurtina	Noun		base
kusa	kusa	Noun		base
kusing	kusing	Noun		base
kuta	kuta	Noun		base
kuwarto	kuwarto	Noun		base
kuwatro	kuwatro	Numeral		base
kuweba	kuweba	Noun		base
kuwento	kuwento	Noun		base
kwento	kwento	Noun		base
labag	labag	Adjective		base
laban	laban	Noun		base
labanan	labanan	Verb		base
labas	labas	Verb		base
labi	labi	Noun		base
labindalawa	labindalawa	Numeral		base
labing	labing	Noun		base
labis	labis	Noun		base
lagablab	lagablab	Noun		base
lagapak	lagapak	Noun		base
lagay	lagay	Noun		base
lagayan	lagayan	Noun		base
lagi	lagi	Adverb		base
lagim	lagim	Noun		base
lagnat	lagnat	Noun		base
lagusan	lagusan	Noun		base
lagyan	lagyan	Verb		base
lahat	lahat	Determiner		base
lahi	lahi	Noun		base
lakad	lakad	Noun		base
lakas	lakas	Noun		base
lalabag	lalabag	Unknown		base
lalaban	lalaban	Verb		base
lalabanan	lalabanan	Unknown		base
lalabas	lalabas	Verb		base
lalaganap	lalaganap	Unknown		base
lalago	lalago	Unknown		base
lalagyan	lalagyan	Noun		base
lalakad	lalakad	Unknown		base
lalake	lalake	Noun		base
lalaki	lalaki	Noun		base
lalaking	lalaking	Noun		base
lalamig	lalamig	Unknown		base
lalamunan	lalamunan	Noun		base
lalapit	lalapit	Unknown		base
lalawak	lalawak	Unknown		base
lalawigan	lalawigan	Noun		base
lalayo	lalayo	Unknown		base
lalim	lalim	Noun		base
lalo	lalo	Adverb		base
laman	laman	Noun		base
lamang	lamang	Adverb		base
lambak	lambak	Noun		base
lambat	lambat	Noun		base
lamesa	lamesa	Noun		base
lamig	lamig	Noun		base
lampara	lampara	Noun		base
lampas	lampas	Adjective		base
lana	lana	Noun		base
landas	landas	Noun		base
lang	lang	Adverb		base
langis	langis	Noun		base
langit	langit	Noun		base
languyan	languyan	Unknown		base
lansangan	lansangan	Noun		base
lantad	lantad	Adjective		base
lantaran	lantaran	Adjective		base
lapastangan	lapastangan	Adjective		base
lapastanganin	lapastanganin	Verb		base
larawan	larawan	Noun		base
lasa	lasa	Noun		base
lasenggero	lasenggero	Noun		base
lasing	lasing	Adjective		base
lasinggero	lasinggero	Noun		base
laso	laso	Noun		base
lason	lason	Noun		base
latigo	latigo	Noun		base
latin	latin	Proper noun		base
lawa	lawa	Noun		base
lawak	lawak	Noun		base
laway	laway	Noun		base
layag	layag	Noun		base
laylayan	laylayan	Noun		base
layo	layo	Noun		base
layuan	layuan	Unknown		base
layunin	layunin	Noun		base
lazaro	lazaro	Proper noun		base
lebadura	lebadura	Noun		base
leeg	leeg	Noun		base
leon	leon	Noun		base
leopardo	leopardo	Noun		base
letra	letra	Noun		base
liban	liban	Adjective		base
libing	libing	Noun		base
libingan	libingan	Noun		base
libis	libis	Noun		base
liblib	liblib	Adjective		base
libo	libo	Numeral		base
libre	libre	Adjective		base
libro	libro	Noun		base
libya	libya	Proper noun		base
ligaw	ligaw	Noun		base
ligtas	ligtas	Adjective		base
liham	liham	Noun		base
lihim	lihim	Noun		base
likas	likas	Adjective		base
likido	likido	Noun		base
liko	liko	Noun		base
likod	likod	Noun		base
likuran	likuran	Noun		base
lila	lila	Noun		base
lilang	lilang	Noun		base
liligpitin	liligpitin	Unknown		base
lilim	lilim	Noun		base
lilisan	lilisan	Unknown		base
lima	lima	Numeral		base
limampu	limampu	Numeral		base
limandaan	limandaan	Numeral		base
limos	limos	Noun		base
linaw	linaw	Noun		base
lindol	lindol	Noun		base
linggo	linggo	Noun		base
lingid	lingid	Adjective		base
lingkod	lingkod	Noun		base
linisin	linisin	Verb		base
linya	linya	Noun		base
lipi	lipi	Noun		base
liryo	liryo	Noun		base
listahan	listahan	Noun		base
litid	litid	Noun		base
liwanag	liwanag	Noun		base
liwayway	liwayway	Proper noun		base
lobo	lobo	Noun		base
lola	lola	Noun		base
loob	loob	Noun		base
lubha	lubha	Noun		base
lubid	lubid	Noun		base
lubos	lubos	Adjective		base
lucas	lucas	Proper noun		base
lucio	lucio	Proper noun		base
lugar	lugar	Noun		base
lugod	lugod	Noun		base
luha	luha	Noun		base
lulon	lulon	Noun		base
luluhod	luluhod	Unknown		base
luma	luma	Adjective		base
lumabag	lumabag	Verb		base
lumaban	lumaban	Verb		base
lumabas	lumabas	Verb		base
lumaganap	lumaganap	Verb		base
lumago	lumago	Verb		base
lumakad	lumakad	Verb		base
lumakas	lumakas	Verb		base
lumaki	lumaki	Verb		base
lumalabag	lumalabag	Unknown		base
lumalaban	lumalaban	Verb		base
lumalabas	lumalabas	Verb		base
lumalaganap	lumalaganap	Unknown		base
lumalago	lumalago	Unknown		base
lumalakad	lumalakad	Unknown		base
lumalaki	lumalaki	Unknown		base
lumalapastangan	lumalapastangan	Unknown		base
lumalapit	lumalapit	Unknown		base
lumalawak	lumalawak	Unknown		base
lumangoy	lumangoy	Verb		base
lumapastangan	lumapastangan	Verb		base
lumapit	lumapit	Verb		base
lumayas	lumayas	Verb		base
lumayo	lumayo	Verb		base
lumikha	lumikha	Verb		base
lumilikha	lumilikha	Unknown		base
lumilipad	lumilipad	Verb		base
luminis	luminis	Verb		base
lumipol	lumipol	Verb		base
lumiwanag	lumiwanag	Verb		base
lumpo	lumpo	Adjective		base
lumuhod	lumuhod	Unknown		base
lumuluhod	lumuluhod	Unknown		base
lumulundag	lumulundag	Unknown		base
lumundag	lumundag	Verb		base
lungga	lungga	Noun		base
lungsod	lungsod	Noun		base
lunsod	lunsod	Noun		base
lupa	lupa	Noun		base
lupain	lupain	Noun		base
lupon	lupon	Noun		base
luwalhati	luwalhati	Noun		base
ma	ma	Noun		base
maaari	maaari	Adjective		base
maaasahan	maaasahan	Unknown		base
maaayos	maayos	Adjective	Number=Plural	wiktionary
maaga	maaga	Adjective		base
maalab	maalab	Adjective		base
maalat	maalat	Adjective		base
maalis	maalis	Unknown		base
maalon	maalon	Adjective		base
maamo	maamo	Adjective		base
maari	maari	Adjective		base
maasim	maasim	Adjective		base
maasinan	maasinan	Unknown		base
maawain	maawain	Adjective		base
maayos	maayos	Adjective		base
mababa	mababa	Adjective		base
mabababa	mababa	Adjective	Number=Plural	wiktionary
mababali	mababali	Unknown		base
mababangis	mabangis	Adjective	Number=Plural	wiktionary
mababasa	mababasa	Unknown		base
mababasag	mababasag	Unknown		base
mababaw	mababaw	Adjective		base
mababayaran	mababayaran	Unknown		base
mabagal	mabagal	Adjective		base
mabagsakan	mabagsakan	Verb		base
mabagsik	mabagsik	Adjective		base
mabasa	mabasa	Verb		base
mabayaran	mabayaran	Verb		base
mabibigat	mabigat	Adjective	Number=Plural	wiktionary
mabibigyan	mabibigyan	Unknown		base
mabigat	mabigat	Adjective		base
mabigatan	mabigatan	Verb		base
mabigo	mabigo	Verb		base
mabigyan	mabigyan	Unknown		base
mabilang	mabilang	Unknown		base
mabilis	mabilis	Adjective		base
mabisa	mabisa	Adjective		base
mabubugbog	mabubugbog	Unknown		base
mabubuhay	mabubuhay	Verb		base
mabubuksan	mabubuksan	Unknown		base
mabubuti	mabuti	Adjective	Number=Plural	wiktionary
mabuhay	mabuhay	Interjection		base
mabuksan	mabuksan	Unknown		base
mabunga	mabunga	Adjective		base
mabuo	mabuo	Unknown		base
maburol	maburol	Verb		base
mabuti	mabuti	Adjective		base
madadala	madadala	Unknown		base
madadaya	madadaya	Unknown		base
madala	madala	Unknown		base
madalas	madalas	Adjective		base
madaldal	madaldal	Adjective		base
madali	madali	Adjective		base
madaliin	madaliin	Verb		base
madami	madami	Adjective		base
madamo	madamo	Adjective		base
madapa	madapa	Unknown		base
madilim	madilim	Adjective		base
madla	madla	Noun		base
madumi	madumi	Adjective		base
madungis	madungis	Unknown		base
mag	mag	Unknown		base
magaan	magaan	Adjective		base
magaanan	magaanan	Verb		base
magagamit	magagamit	Unknown		base
magaganap	magaganap	Noun		base
magagastos	magagastos	Unknown		base
magagawa	magagawa	Unknown		base
magalang	magalang	Adjective		base
magaling	magaling	Adjective		base
magalit	magalit	Verb		base
maganap	maganap	Verb		base
maganda	maganda	Adjective		base
magaspang	magaspang	Adjective		base
magawa	magawa	Verb		base
magbabantay	magbabantay	Unknown		base
magbabayad	magbabayad	Unknown		base
magbalik	magbalik	Verb		base
magbantay	magbantay	Unknown		base
magbayad	magbayad	Verb		base
magbibigay	magbibigay	Unknown		base
magbigay	magbigay	Verb		base
magbubuhat	magbubuhat	Unknown		base
magbuhat	magbuhat	Proper noun		base
magdadagdag	magdadagdag	Unknown		base
magdadala	magdadala	Unknown		base
magdagdag	magdagdag	Verb		base
magdala	magdala	Verb		base
magdamag	magdamag	Adverb		base
magdiriwang	magdiriwang	Unknown		base
magdiwang	magdiwang	Verb		base
magdududa	magdududa	Unknown		base
magdudulot	magdudulot	Unknown		base
magdulot	magdulot	Verb		base
magdurusa	magdurusa	Unknown		base
magdusa	magdusa	Verb		base
maghahanap	maghahanap	Unknown		base
maghahanda	maghahanda	Unknown		base
maghahangad	maghahangad	Unknown		base
maghahari	maghahari	Unknown		base
maghanap	maghanap	Verb		base
maghanda	maghanda	Verb		base
maghangad	maghangad	Verb		base
maghapon	maghapon	Noun		base
maghari	maghari	Verb		base
maghasik	maghasik	Verb		base
maghatid	maghatid	Verb		base
maghihiganti	maghihiganti	Unknown		base
maghihintay	maghihintay	Unknown		base
maghihirap	maghihirap	Unknown		base
